TSNE1,TSNE2,TSNE3,Label
-19.813469,-9.598648,3.4187243,0
13.137838,-2.788821,-4.92012,0
22.374517,14.152646,10.927027,4
14.034348,-17.577454,4.558575,0
13.01669,9.457803,3.7233458,0
0.49642357,10.203465,9.184291,0
5.314392,15.047013,-12.755249,0
0.15694684,18.724907,5.6675177,0
-0.6165685,11.136174,-12.965053,0
9.762078,-8.785984,2.411193,0
13.183693,9.387843,3.9321425,0
18.622734,2.7115097,-3.5007758,0
8.605871,-24.891186,7.0706387,0
16.589954,1.4740021,1.0142217,0
13.151519,1.0164685,6.2605844,0
-1.2572782,7.284643,-4.3828306,0
4.629342,-23.034763,11.297928,0
17.380455,5.0263863,1.0842397,0
-13.39855,16.057308,-0.8695909,0
-14.312934,5.941848,-18.892664,0
26.66378,-1.8462511,11.373222,4
-15.560189,-25.829725,-0.87540764,0
10.980359,6.280345,8.961138,0
-8.9711685,1.7595026,2.0666237,0
-2.6461453,-12.204401,-1.2321515,0
19.555851,-2.507608,19.599365,4
-3.4411,-6.0470505,-1.833226,0
-2.8002036,-19.582401,17.118866,0
1.0668111,-9.903851,11.745314,0
7.659837,2.9284132,-21.54184,2
23.772099,0.8505829,-3.8765252,0
-7.4234114,-21.073425,4.613975,0
-1.7264875,5.364004,-5.568051,0
4.085714,3.0921638,-9.612331,0
18.678925,-16.42539,16.933681,2
-4.2646937,17.067087,-7.645335,0
2.1349573,-12.011881,-23.9293,10
4.6221385,19.108643,1.4017811,0
19.241127,-1.687686,-8.621264,0
-21.911995,5.7918334,-5.340235,0
9.774392,2.009889,-20.522573,2
8.751665,-1.2664764,-2.4837365,0
5.8169556,-11.173629,-10.616843,0
19.941717,5.41362,-8.777622,0
-15.655925,19.181658,6.301374,0
8.144312,5.863606,11.224215,6
0.56968623,-18.614052,5.7262936,0
-5.506623,12.905202,16.779442,0
11.5635,-4.688966,-17.821735,0
-20.52178,12.243352,-3.9467955,0
-2.3854575,-17.240192,11.209005,0
-4.1709714,-2.3095272,-16.497402,0
-7.9018254,-3.912345,-19.279902,0
-6.2435126,-5.519115,-20.450106,0
-8.3902445,7.447873,13.820306,0
7.867917,-6.1794915,12.795821,0
14.070933,9.198775,-9.895676,0
-4.8658323,2.341511,-13.494198,0
16.028069,8.113241,-10.536192,0
-12.269615,5.6820955,19.156977,0
-7.2296424,-5.8043776,-19.25623,0
-10.478496,11.2777405,4.243409,0
0.3238023,22.325384,8.429642,0
-9.040415,11.1907625,3.4246972,0
15.41413,-12.669717,12.942186,2
-6.301403,-2.0236254,10.35445,0
4.9434466,15.701783,-11.087617,0
14.880848,11.540697,-3.7585924,0
21.01994,-1.0553095,-8.255435,0
-3.706385,17.52484,-9.753704,0
-5.04175,-3.4715414,23.519424,0
4.6174655,-5.7062645,-2.0296211,0
-18.257904,1.0243912,17.470196,0
-14.312099,-16.663599,9.752688,0
-27.745054,-1.5521214,7.0742784,0
-6.1388497,-26.320429,0.77518123,0
4.269895,10.085871,19.289797,0
8.264814,4.153248,7.655162,0
6.146067,4.920703,1.2159141,7
-1.8272508,21.705137,-14.144957,0
8.138634,4.4176455,7.8789287,0
11.775781,-13.171979,-18.95149,0
-9.860001,10.8171215,5.5296187,0
13.129063,-5.9064865,-13.484296,0
11.388644,-5.326434,-9.55884,0
11.391321,-5.768823,-9.880262,0
-0.07321135,21.295397,-8.57247,0
-0.631064,-14.132407,-19.319191,10
-9.429318,0.7788696,-16.64191,0
-6.815349,-24.497572,10.532999,0
3.4606993,14.95336,-8.588454,0
3.2812376,1.0607185,-30.197697,2
-19.468113,4.705987,-2.4718564,0
16.738773,-14.2519245,12.280862,2
4.0360594,-1.5827395,23.547588,0
-21.67705,14.4282875,-3.3892236,0
22.479692,11.90103,11.573326,4
6.806141,-19.657463,-5.7683563,0
-2.058888,-17.792265,10.431545,0
13.904645,3.9331455,-10.271059,0
-8.312254,-13.702761,-11.514443,0
3.3430278,-26.035545,-5.6350484,0
-20.220356,-12.987684,-8.949353,0
18.049404,5.1875024,-12.31714,0
0.94708544,22.889252,8.715315,0
4.0286884,-13.930581,8.475986,0
-5.590248,-20.148447,-14.88494,0
-3.2351952,-12.934296,-26.415722,10
24.744324,11.151644,10.200359,4
-0.003500512,-1.858745,-15.712059,0
-17.943668,-15.218235,-9.603388,0
-10.918112,4.5020294,0.9914551,0
-26.039045,-8.441812,0.17107743,0
21.297852,12.354582,10.816186,4
-8.991122,-0.00019040232,-22.92407,0
0.9816566,-9.903446,11.737784,0
-9.4945545,2.0806754,0.6056105,0
-12.693739,5.1742396,20.7161,0
-15.683006,-25.948608,2.4440486,0
16.287811,2.5935311,16.523327,4
-1.5442785,-14.173409,-4.9522805,0
19.672052,0.1269028,-2.8627472,0
-13.037255,20.237198,7.268526,0
-7.284886,10.968518,13.065808,0
-15.330338,20.579046,4.597566,0
-7.5851393,7.971896,-4.9358187,0
-6.3721967,5.7212324,0.6426363,0
-11.008487,4.5315824,1.1734723,0
-1.0159507,19.846106,7.4298234,0
-6.832722,-24.496706,10.507123,0
-0.4383265,22.822363,-11.4346,0
22.391218,11.660864,11.517799,4
5.2126184,4.1394114,15.761149,0
16.038204,1.5363934,13.559019,4
21.641441,6.9936266,-10.602467,0
0.5599898,9.978421,5.046342,0
10.961298,-13.449309,-19.426176,0
-8.0132265,6.3706827,-20.60805,0
15.495167,0.2882842,-3.7251973,0
-2.90774,-0.6710612,11.401626,0
-17.92976,-16.08834,-4.559909,0
16.072386,1.180232,12.916403,4
0.74049973,24.550976,-6.9808927,0
-0.96389014,-14.051863,-19.193478,10
-11.427183,5.3977885,17.757317,0
11.897301,11.330972,-3.8390763,0
14.340074,-11.76654,5.557732,0
3.4003382,-1.4386128,24.55134,0
-0.48987743,-16.650797,4.3841352,0
-2.5407243,17.77152,-5.976684,0
9.337252,3.5895107,-27.647612,2
14.903527,4.296896,1.1954557,0
25.514803,0.12598285,13.774977,4
7.7365866,8.506841,-24.165363,2
-12.771254,5.394792,13.987538,0
-12.688466,-18.737709,10.644747,0
5.0686173,8.660312,19.50358,0
-6.012332,-1.3103492,12.768158,0
1.0695807,-10.265132,5.8770933,0
-9.095823,16.7448,6.3893247,0
4.8503532,15.456968,-10.826382,0
0.30218685,11.393491,4.5905905,0
-18.187948,1.0065024,-6.798607,0
5.1312175,6.8920946,-13.293575,0
1.4264736,-2.1872554,-16.603125,0
8.29126,12.699711,7.0128975,0
12.172641,-11.877311,-1.9709666,4
22.654158,13.830182,9.474281,4
7.5710263,-5.662501,12.736767,0
-16.638853,0.29320973,-5.7421546,0
14.228541,9.931024,-7.0974927,0
-5.357912,-15.39634,10.127872,0
-9.862913,-16.216969,-14.910002,0
25.21743,7.309621,8.006755,4
-22.24745,-3.316764,9.79525,0
3.8397255,18.842768,-0.838212,0
2.650345,1.5401945,-0.38310304,0
6.881581,3.9130485,7.2511387,0
3.5118017,14.862258,-9.306199,0
-18.920658,-1.794163,0.5502548,0
-21.013113,13.584434,-2.9690514,0
-16.638515,-10.284611,-1.8294665,0
16.220366,4.0510387,5.2205515,0
-8.822274,-5.7465954,-20.329489,0
14.693713,-11.950755,-2.8246698,4
4.862677,-23.675728,-3.0738907,0
3.780838,-14.155811,8.423836,0
3.4752376,24.292994,11.084132,0
15.775768,1.1295414,17.11893,4
-13.090681,23.426071,0.90874296,0
-24.90069,-7.0238175,11.891749,0
-3.2545354,-4.150548,3.8900046,0
0.7652146,-20.651657,15.213895,0
-9.16011,7.795793,-3.924165,0
27.519596,-1.5452181,11.319429,4
5.8803406,0.29188812,-8.860098,0
7.594656,-7.382184,22.684736,0
7.277696,-5.0564885,12.610093,0
8.81068,-4.48122,-6.5816774,0
-10.7562065,-11.467676,15.353056,0
-5.9921727,0.1032148,-16.485012,0
2.8217185,9.298886,-0.94895583,0
16.725561,0.37459397,1.1545264,0
-6.761054,14.568313,14.243791,0
-0.9791981,-11.552273,-27.83908,10
12.540783,-6.440634,-6.3321986,0
5.2494082,4.4612246,13.608151,0
-2.8923793,-1.9320874,-11.644943,0
18.452187,2.1930497,-2.7073698,0
10.930104,-12.464032,-11.15308,0
9.09029,10.84723,16.908604,0
0.5346495,-13.185491,-20.728245,10
15.541612,-12.567751,13.280898,2
-17.519676,4.5380683,-2.513795,0
18.948586,-2.8824008,7.243862,4
-10.710546,-26.8694,-2.0542023,0
11.80708,13.860178,-5.538456,0
-5.233924,-1.1676465,17.164375,2
9.532073,-8.362523,17.573523,0
-11.724953,22.111288,7.119492,0
13.332541,-6.9498377,7.1509705,0
8.54504,24.230278,10.934703,0
-8.155212,-16.57961,-9.456936,0
8.6562805,-7.2494946,13.232623,0
-11.3756895,-5.656123,7.5482774,0
-6.0580525,0.8995154,1.2877233,0
-2.3852527,-17.240114,11.208862,0
-9.973176,1.286648,-16.100792,0
-10.604599,1.5245024,-14.424989,0
-7.662144,1.4222612,-22.49348,0
-8.280799,15.973373,5.935982,0
-20.21898,-12.988734,-8.950703,0
15.161346,-17.69621,4.117902,0
7.65144,-25.091148,-6.2838993,0
21.135967,2.53311,-9.926187,0
-1.7361687,-17.993456,0.016319415,0
3.010841,23.079775,9.375745,0
-11.84638,-19.921684,-0.7424761,0
-0.51905715,-16.576262,4.437067,0
-13.727052,-3.0811217,7.3937974,0
4.7884746,-19.162508,17.26409,0
-12.737715,-3.975678,9.614693,0
2.9718418,0.5523168,24.642975,0
9.0806875,-8.763865,22.93998,0
10.175282,6.5220356,-4.0422277,0
-6.148997,5.738034,0.9143609,0
18.658087,-16.216991,16.880344,2
-6.6284113,7.650001,-19.984903,0
16.85449,6.5073495,5.3192353,0
0.8779398,-8.96179,4.7109222,0
-13.841143,14.9907465,0.8830224,0
6.53203,-26.613016,13.018927,0
-8.877108,-6.855123,0.37891197,0
9.821721,-6.86566,14.178834,0
-22.411922,-10.035547,0.21267928,0
18.619164,9.286472,-4.763652,0
-5.1049128,-9.420022,6.4795933,0
-5.9512043,11.562402,-20.128922,0
-24.9149,-7.035733,11.898341,0
4.3754663,15.225176,-11.578283,0
-20.322926,10.188388,-9.055436,0
23.055428,1.0250624,-4.179985,0
23.307035,-8.744227,7.846085,4
19.409851,11.79917,-8.661833,0
-2.1190274,25.0939,-13.692912,0
3.2353473,-1.1156859,22.899063,0
-9.951454,5.6493077,18.393822,0
2.6387362,23.92755,9.510941,0
-7.061949,10.923916,13.400027,0
6.784498,17.390434,7.1661053,0
-21.366266,0.7224252,-3.4367647,0
-6.9601016,16.753845,3.0248775,0
-8.154658,-16.58314,-9.458301,0
-15.600853,6.370261,-19.249296,0
23.149996,4.877209,-4.954364,0
-1.1304791,17.858847,6.876493,0
16.105227,-0.81906086,-3.0990803,0
7.422032,15.067537,5.848223,0
-15.80148,-10.394783,-15.86053,10
1.4789822,-1.9690983,-16.81401,0
18.953459,11.359055,-9.523398,0
-13.956992,23.021925,1.8120704,0
3.9636981,-18.46212,18.026312,0
-15.80148,-10.394783,-15.86053,10
-16.078789,4.4724355,19.081858,0
-5.1383033,-10.41077,7.66047,0
-13.929897,14.420612,6.241759,0
21.25693,-2.4634488,-7.004215,0
-18.3872,1.1416339,16.748463,0
-11.235342,-26.999474,-1.6970807,0
-12.180516,-26.544773,-2.3790662,0
6.799853,-3.4904249,13.407195,0
-2.113686,-6.3948283,25.503147,2
-21.060223,-10.202124,-0.25684574,0
-24.96437,-7.0530195,11.935332,0
-7.0302825,14.51643,13.810776,0
-7.126514,-26.794792,3.7918189,0
17.589478,-4.314545,-11.123186,0
-6.3470755,0.5369217,-16.851482,0
9.55859,7.2352247,-4.883797,0
11.708253,-9.458901,-1.5382553,0
10.87532,-11.979724,-10.804726,0
4.8692045,-0.31471467,2.907833,1
9.129487,11.196023,17.40561,0
-15.522944,-0.51307553,-4.054524,0
0.3919207,-9.518437,17.472971,2
1.712994,11.267453,5.85403,0
-11.950406,-27.17131,-1.02055,0
-2.6531024,4.664472,-19.351088,0
11.290178,-5.577431,-17.102457,0
-0.118321724,23.931366,-14.155667,0
-10.562968,4.0116067,-24.6005,0
-5.9950376,5.7824335,2.1450315,0
5.405465,-26.464884,-5.6740856,0
0.8572864,9.122601,5.1611824,0
-7.329754,9.198564,13.039629,0
-5.9319887,-12.105137,9.773898,0
-2.6866763,23.536081,-12.915894,0
10.107353,3.4890912,-20.695189,2
-12.665242,21.520748,6.565354,0
-4.848971,0.9633942,1.3663741,0
16.097918,8.470237,3.9555485,0
15.016853,2.355158,16.210756,4
-14.756132,3.194767,-8.483883,0
-14.144402,14.298996,6.272549,0
17.632967,-7.56973,-11.409624,0
24.665361,4.4765034,7.634015,4
-9.997003,-9.046392,-11.772642,10
0.40073243,-9.644851,17.275549,2
-25.27262,-7.2931113,12.219506,0
0.5717736,-13.156836,-20.81427,10
-27.266253,-12.665741,3.5357628,0
-10.428436,-14.50987,-14.529827,10
8.920116,4.524548,-28.185417,2
1.3936052,-10.661632,-27.748392,10
7.221569,15.407181,5.845863,0
1.5289141,-2.0987713,-16.75073,0
21.226025,11.071628,-8.538081,0
3.6272678,-1.4806726,24.34399,0
-12.119295,21.866442,7.12483,0
14.990596,6.852493,-8.680038,0
6.368887,5.927694,-13.067542,0
-7.4493394,8.653381,20.550959,0
12.474062,-14.086306,-1.9183265,4
-3.3998804,-2.232926,-10.642736,0
-7.746895,6.6309786,14.096825,0
23.634905,5.268009,8.794213,4
-4.79567,11.098224,-20.003948,0
-0.91939723,-5.246673,24.283926,2
-0.631064,-14.132407,-19.319191,10
-18.944355,-1.7693049,0.57796156,0
-11.674666,7.289402,11.039634,0
-5.9934206,11.558593,-21.049494,0
9.769226,7.554171,-3.4792953,0
-1.6298091,5.83017,-4.924007,0
-18.391367,0.07975449,-6.463725,0
-10.388328,-26.717274,-2.2241356,0
28.447529,-1.2412357,11.862177,4
2.836577,0.2621598,6.341798,0
25.484451,-2.0539522,14.544994,4
-3.9782202,-7.187007,-2.0039136,0
3.1692076,-18.013649,18.100044,4
-20.389133,7.96787,8.474579,0
-21.18843,-8.071264,11.07632,0
-14.479224,3.7758663,-9.118556,0
6.767966,-3.4380846,13.5526,0
19.046814,0.2965212,-7.8834443,0
-6.210642,5.8249154,2.1707587,0
-2.3853986,-17.239857,11.209193,0
-25.225327,-8.401965,-3.975673,0
3.826484,24.356306,11.461218,0
12.282083,-3.8933651,-4.4614353,0
-12.64051,13.981606,-0.067809105,0
-21.188354,-8.071478,11.076279,0
-14.905439,-7.35055,-12.855411,10
-15.203277,-12.973045,-19.15819,10
11.357372,-5.570879,-17.098183,0
10.600253,-10.691648,-9.301832,0
-7.1990085,-2.572817,-22.986683,0
0.9377595,9.93113,5.199973,0
-12.755972,-17.946402,-2.7286139,0
-0.4530844,-16.705294,4.3388042,0
-14.6502075,17.417982,6.3639674,0
-16.272856,4.6301656,19.446775,0
14.561301,-0.13043915,-11.813266,3
-5.5231285,-15.274704,10.016262,0
12.390679,9.680914,2.1905003,0
24.055761,-8.669603,5.6920524,4
15.59977,8.86866,1.9854505,0
13.198746,14.183385,-4.6291237,0
16.894701,3.0161908,0.38544202,0
-6.216185,-12.726887,10.169503,0
-9.362518,-8.149287,1.8880361,0
23.905619,5.1682215,8.720111,4
-5.267111,-1.1787739,17.263803,2
1.7981937,18.383402,13.547244,0
15.598942,-5.5579877,-11.316784,0
4.499549,23.737577,5.992546,0
1.3117297,0.96849495,27.120548,0
19.350582,-3.4802148,-10.426948,0
20.56306,-12.497389,15.163223,2
15.499602,6.4989543,4.552935,0
13.677657,10.9611225,-7.254888,0
-15.492647,15.095092,6.7634974,0
14.225018,0.9933861,15.27616,4
6.7342677,-19.624678,-5.7347755,0
7.7262177,5.89291,-12.961388,0
9.377417,6.834576,-12.391376,0
17.585428,-4.649954,-10.833322,0
-12.370288,6.7636633,11.174129,0
19.055416,5.44676,-4.5157003,0
17.23657,-6.5303097,-13.239076,0
4.865335,-25.040405,7.216819,0
6.229927,24.74645,8.920471,0
-10.824801,6.4055266,12.714591,0
-12.420123,-1.2471696,9.702959,0
-8.877494,-6.8554974,0.37881097,0
-8.722403,-24.03296,7.829952,0
-9.159928,10.685963,6.146938,0
-25.683815,-8.052204,12.762989,0
4.933051,1.2208128,1.491317,0
-7.8923388,-27.011501,1.3901446,0
9.13395,11.179287,17.418922,0
-6.1894374,9.388943,15.571348,0
-6.2720904,1.667641,-1.5474652,0
-18.858875,3.7884543,-0.84950024,0
-9.362515,-8.149291,1.8880372,0
-13.573946,-27.120047,1.1201556,0
-10.236921,-3.9370947,20.516743,3
11.667101,-4.726763,-17.949486,0
-3.1260781,-1.5224534,-10.96961,0
-12.80316,14.467279,-10.947844,0
0.021781983,-8.632178,19.476536,2
-4.2690034,13.588574,22.196619,0
-26.211245,-8.205285,-1.2052797,0
17.096207,-8.556959,-3.8597143,0
-27.314037,-11.650051,2.9201443,0
25.974533,4.686266,7.140413,4
27.419596,-1.7007928,11.743986,4
-18.956985,-0.37970155,-4.4754653,0
15.387386,-17.276608,3.9086597,0
-1.2396636,-11.677878,-27.762312,10
-15.096311,0.29114076,-4.7653246,0
-8.152278,-4.238783,-19.044668,0
-0.88242555,-5.443561,24.07543,2
3.078402,-20.805735,13.0144615,0
-27.70787,-1.2101918,7.29594,0
2.7463775,-21.873161,-6.8468924,0
8.871392,-1.5303773,-12.50301,0
-3.2496681,-0.6247589,11.508024,0
20.430433,6.751871,-0.17645863,0
-1.2084897,-16.693413,1.8350441,0
21.401213,10.596257,-7.6060944,0
19.957138,0.30806875,-0.111413255,0
-16.190273,6.5728207,-19.641571,0
4.8756223,2.596513,-27.467752,2
-6.430139,8.310605,-21.296005,0
-15.55215,4.454311,-10.118716,0
11.64867,0.19845214,-1.475447,0
-16.864323,0.5407735,-2.4510038,0
15.413738,9.564921,-5.292295,0
-14.890337,4.5880575,14.123613,0
1.1093714,-12.715134,-22.151644,10
12.343486,-17.684843,5.425866,0
-8.971683,5.8457036,17.361036,0
12.295208,1.999675,6.604025,0
-17.29279,4.451444,-2.4342813,0
5.4586496,-26.086636,-5.8665447,0
-12.345101,15.666783,-1.5710293,0
13.305052,-6.946949,7.201405,0
2.5671885,1.1369058,28.49322,0
15.327065,-17.692114,4.043743,0
-1.2918837,9.313729,-13.520887,0
2.3989725,9.702559,-0.9133385,0
-15.590112,-25.956837,2.766654,0
-22.238298,-3.339991,9.780586,0
-4.5688624,0.096349075,-16.973648,0
-10.542816,-6.288334,6.0615582,0
-7.3776016,8.635161,20.415522,0
-6.344671,-20.09466,-14.85553,0
-9.010412,-8.10051,3.7507179,0
10.607191,-11.682006,-9.664205,0
3.5920486,9.703434,20.074768,0
15.921168,-3.4732223,-10.723653,0
12.344419,-17.70207,5.4004974,0
15.368871,-12.548429,13.023144,2
5.8992743,2.2881415,-6.1296167,0
-5.994164,-20.078897,-14.933016,0
-0.12323863,-8.477691,19.998987,2
19.948528,10.988074,-6.923156,0
-1.4215127,-17.162392,1.0363188,0
-13.427882,16.968094,-1.2441509,0
-1.3116753,9.294977,-12.37375,0
-4.6258516,-1.6817719,-17.190714,0
0.014328399,13.384592,-5.1981106,0
-1.2396636,-11.677878,-27.762312,10
-23.22206,-12.916062,3.4390278,0
1.9854741,10.207132,5.925005,0
-26.10249,-8.396789,-0.054074287,0
9.13689,-2.8926578,14.888555,0
-2.6517599,3.710552,-17.861734,0
14.193217,4.1729846,0.94816,0
3.4134052,1.4766346,23.90893,0
-4.1518874,-7.1606236,-1.8355123,0
-3.453814,-0.58039325,11.727684,0
2.3981075,14.243864,-7.011544,0
9.435159,-9.054911,-0.2585013,0
24.557533,-8.221661,6.6054835,4
-0.44686764,20.401962,7.4361644,0
-9.807555,2.3091557,0.65652263,0
-2.6731863,17.979174,-9.282916,0
8.959169,-25.237062,8.092286,0
13.665803,-7.041853,-5.7894993,0
0.5341651,13.510841,-5.0077786,0
2.5304573,2.8537266,-27.28875,2
-22.65842,1.2270398,-5.9491897,0
-19.692228,-10.20704,-0.9474617,0
25.424192,-8.532096,5.27136,4
-15.505111,-15.524059,-3.0789516,0
-15.352201,20.23237,4.840191,0
-7.7144957,-23.741152,10.991888,0
13.293042,-6.995642,7.175633,0
17.922773,0.30870348,-6.44128,0
-13.372139,14.873234,-10.910361,0
-19.491789,10.986556,6.395504,0
-9.919514,-27.560982,1.1569327,0
4.405826,5.628439,-14.452737,0
5.2451,24.804882,9.301291,0
4.4609942,2.7317288,-1.0030968,0
-14.834165,0.6171728,-6.086433,0
-4.2594156,-7.045469,11.680484,0
-11.801112,-4.1641703,20.467487,0
15.312413,2.5394375,-11.3035145,0
15.0014715,12.264088,-0.74169993,6
-2.6418166,-12.220203,-1.2391417,0
-15.380191,-12.447594,-18.392488,10
-5.886172,11.441301,-20.060104,0
18.945995,-3.5458798,8.487723,4
-16.791336,-9.978865,0.027255699,0
-17.781908,12.083128,-10.0957985,0
-14.752389,-0.566702,-7.0809717,0
-23.086834,3.3452356,-0.855865,0
0.9936154,-20.65846,14.797312,0
-7.3828845,7.0340204,-19.487175,0
-2.8888123,-19.810196,16.61049,0
14.124172,-13.678636,-10.867805,0
0.7391593,-9.045707,17.116621,2
5.6530533,-4.437657,16.291386,0
2.541657,22.894863,9.097369,0
10.218314,3.6502764,-20.398855,2
-0.5964713,-6.943751,22.356083,2
-0.38570243,17.871304,-4.8578196,0
-1.9183134,18.270477,-8.124705,0
-9.105938,5.8308773,17.64058,0
-1.8425415,20.24768,-11.551792,0
-10.617593,13.853444,5.183036,0
-2.8042767,16.982758,-8.617621,0
-26.173946,-8.170708,-1.4082882,0
-22.34196,2.1688921,-5.243643,0
10.956367,6.4162884,-5.2711225,0
1.0028372,0.8773963,23.80581,0
24.988495,-8.518221,4.9522567,4
-11.504656,-5.4181743,7.877379,0
18.930084,-2.7423434,20.592905,4
-7.3898616,-0.5583424,-6.158887,0
-6.1751447,0.9437199,0.75203604,0
7.1488433,5.9038587,-13.172433,0
-1.0457063,-4.761778,24.833685,2
14.993158,6.7167335,-8.734711,0
23.811583,5.428635,9.023293,4
3.2478738,-14.57677,8.431541,0
8.277917,6.3256054,-23.912714,2
15.83735,8.854694,1.5580899,0
4.9450235,18.473755,1.5781107,0
-10.69375,18.056402,7.4166746,0
-25.642603,-8.004188,12.982457,0
5.3667827,-10.178693,-26.14646,10
19.009163,2.152745,-3.2523057,0
11.921475,-6.058726,-2.0112643,0
-4.6642427,-3.8989544,24.164173,0
-9.083376,5.205511,-19.198895,0
-0.48631996,20.430614,7.5324626,0
-9.095083,-23.686184,7.021681,0
-7.383521,-18.220703,-17.40797,0
6.465816,6.960137,-12.243242,0
-16.972057,-13.668782,10.08025,0
-9.106485,-12.438956,19.076187,0
-20.864399,3.458119,-7.7115073,0
-0.4600392,-16.718746,4.330885,0
18.612087,-3.1241403,19.755812,4
19.00551,-15.654199,16.631935,2
-19.515963,10.61915,-9.362271,0
-13.791745,9.0856495,-8.673054,0
1.1401737,-19.285753,3.823721,0
-26.637917,0.90979487,9.300941,0
-5.7453322,10.881127,20.287865,0
-1.177008,8.313589,-12.384192,0
22.806791,14.852612,10.137965,4
0.005012458,-21.157078,1.4805971,0
