,Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Length_of_Fwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Flow_Bytes_s,Flow_Packets_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Fwd_Header_Length,Bwd_Header_Length,Bwd_Packets_s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Variance,FIN_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,Down_Up_Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Std
Flow_Packets_s,0.6255558515378232,-0.3741101711479922,-0.38603700142857655,-0.36926311693070124,-0.3744231684420284,-0.15389480711271292,-0.42646184194481235,-0.3843830135287965,-0.1709764888930152,0.6396065604469072,1.0,-0.3899797150503273,-0.37134827702529943,-0.37092789904075935,-0.19156509657614704,-0.3657376512655952,-0.3617097719791756,-0.2882743294336482,-0.3772729181804883,-0.3759347751071409,-0.3697090766379196,-0.370409821335529,-0.2559566355402676,,-0.38359741553972204,-0.3941146336368549,0.70016573848587,-0.15408896973195357,-0.37168646982450637,-0.41844210890127465,-0.3583049534722318,,-0.12002307609901713,0.31609057052805406,,0.06998659510790893,-0.14468294492144948,-0.06675693183547757,-0.3671419887355768,0.09162637409659223,,,,,
Flow_IAT_Mean,-0.18603509082037675,0.9258209825400243,0.5564885472238437,0.43426316903190937,0.47738525045936536,-0.3105523893786377,0.2342175012688786,0.4630204712115596,-0.3117667296941517,-0.394750667818665,-0.3899797150503273,1.0,0.9652602368128561,0.9338448706347512,-0.05006466480458332,0.9665164923130473,0.845466301328792,0.32905359258670785,0.6131459727117964,0.6275570890448054,0.5624743942394324,0.6324635040206222,0.4025880479606592,,0.5629450161939084,0.5228841150453358,-0.37658324755069467,-0.3189454716603364,0.47644275550574505,0.39700638358167284,0.44451123042726753,,0.20761901494788834,0.07506632399422042,,-0.2776493201024626,0.19467651878472947,0.3365576875244487,0.4232779958922295,-0.12315857646496398,,,,,
Flow_IAT_Std,-0.16798108484879157,0.9546635658566248,0.6227977945499513,0.5023731697289809,0.5407496047697977,-0.3375264210448918,0.27471038694476746,0.5285679574750193,-0.3273356934134832,-0.3757335270878058,-0.37134827702529943,0.9652602368128561,1.0,0.9620475581860273,-0.13235728473193425,0.951755377045992,0.8787288935920988,0.29421852091545897,0.6670595797859946,0.6793943495181636,0.6224730378282607,0.6847772516966596,0.4267377462310705,,0.6269568405629565,0.5994043784088702,-0.35867119461760116,-0.3459478549274482,0.5400160946291606,0.46127500675267574,0.509377672347193,,0.24708235851628393,0.047244323444594304,,-0.2555908588815424,0.20676662377596644,0.3637297448314764,0.48655169340075716,-0.12777934497569662,,,,,
Flow_IAT_Max,-0.15914507503704392,0.9873766337299094,0.6430851183470101,0.5359505182066144,0.572579669173947,-0.33008945681094504,0.30932169293223133,0.578290013220995,-0.326257643052709,-0.3740763280875567,-0.37092789904075935,0.9338448706347512,0.9620475581860273,1.0,-0.13115449749722305,0.9306416948372059,0.8496125985819528,0.2691920702618334,0.6877586976674364,0.6967601794453214,0.6478840682434066,0.7042343213348996,0.4158659413426738,,0.6511379892123529,0.6285328681592878,-0.35823280356101594,-0.33672239085678074,0.595573841232553,0.529216493710661,0.5631201911649646,,0.22495121715842148,0.05585748361624447,,-0.23557953669217485,0.20553861111539662,0.3320242745937229,0.502321522047733,-0.114200522498243,,,,,
Flow_IAT_Min,-0.08684205630185668,-0.13877019362799997,-0.36416826666250895,-0.3117695754406691,-0.2786016607460271,0.2804318336959285,-0.12479089149325183,-0.3174077318903429,0.1608227893596837,-0.24472273593807733,-0.19156509657614704,-0.05006466480458332,-0.13235728473193425,-0.13115449749722305,1.0,-0.079708559977777,-0.21955569748339943,0.20126133992221937,-0.1817057455167075,-0.17116926120171203,-0.28904831466332864,-0.17093394073074658,-0.054479115079070134,,-0.36575372767632525,-0.3610334363969185,-0.14177924663588728,0.28494782127423063,-0.32432741028293954,-0.30853228936841676,-0.3292659135701418,,-0.2111522339700047,0.06289460374311094,,0.06423118921435378,-0.13653690443809788,-0.1331985487520053,-0.35781011345234726,0.028676761658518977,,,,,
Fwd_IAT_Mean,-0.18173935514316913,0.9280502700056114,0.601642700026496,0.4672339852303562,0.5042653204671211,-0.3338195096382654,0.24681935034747954,0.4876015921573665,-0.32401439304552065,-0.3707381990968246,-0.3657376512655952,0.9665164923130473,0.951755377045992,0.9306416948372059,-0.079708559977777,1.0,0.8876481100213989,0.338347365800641,0.6033020615048352,0.61722533048848,0.5525815611128275,0.6195449593509527,0.41250539711931256,,0.6079891663280746,0.5494739670967204,-0.3532933724031021,-0.3324654830463213,0.4971131077413215,0.41589663810707783,0.46510470482570493,,0.23523099053200996,0.05726445422952981,,-0.3340518832802555,0.22051705160566543,0.36367292886072417,0.46861918717910417,-0.11107229313629684,,,,,
Fwd_IAT_Std,-0.14877427961864947,0.8609834543353786,0.7000570777538627,0.5502599127765101,0.5789020561843445,-0.41785816359177924,0.2769954353395764,0.5598745387532916,-0.3697508740041951,-0.36481909713279564,-0.3617097719791756,0.845466301328792,0.8787288935920988,0.8496125985819528,-0.21955569748339943,0.8876481100213989,1.0,0.2220768971508825,0.5755858099168688,0.5888796219185547,0.6292408648139675,0.5827782069573432,0.3430496447320474,,0.6990040872704638,0.6154644771769736,-0.34933902698975117,-0.4162762854209687,0.562633785823349,0.48270706173674277,0.5474646407575894,,0.3391799730244777,0.03208286349201011,,-0.3742043884165325,0.2934268403975036,0.4222725672925269,0.5740681779113588,-0.11413569386106863,,,,,
Fwd_IAT_Min,-0.08626886246496102,0.29237428636969104,0.22859425025371674,0.2242155084060689,0.2408097873722723,-0.2801543206394292,0.1516887716830385,0.178454133608351,-0.2867965244563578,-0.2291393482287202,-0.2882743294336482,0.32905359258670785,0.29421852091545897,0.2691920702618334,0.20126133992221937,0.338347365800641,0.2220768971508825,1.0,0.376509261108512,0.3959314030149943,0.29404239904742574,0.3849253333491113,0.32248163631305465,,0.21392316482404292,0.20627086148291643,-0.28285430062926253,-0.2804084745786684,0.15442627538880402,0.11747224552757396,0.17937789408190083,,0.33880281094700593,-0.04279094577010678,,-0.20980317639477852,0.2998427671177443,0.16548081552571234,0.2159566654170945,-0.13585257704900996,,,,,
Bwd_IAT_Total,-0.09648885367370992,0.7282850488132536,0.7115280040421251,0.6978495393052352,0.6731070442814268,-0.3491875489404059,0.44592494736062815,0.6650445478049648,-0.3404910967962421,-0.3457463611219861,-0.3772729181804883,0.6131459727117964,0.6670595797859946,0.6877586976674364,-0.1817057455167075,0.6033020615048352,0.5755858099168688,0.376509261108512,1.0,0.9783673317370284,0.8993723031565751,0.989552365706843,0.4936441074753518,,0.6897435684802642,0.7850725991300581,-0.3629565705189378,-0.36131038767738016,0.6460038867664651,0.5978827066731077,0.6449203958544144,,0.514414536387005,-0.19840544734431384,,-0.020523253847151562,0.41950224127937386,0.35323913825797093,0.6433319227397667,-0.13609655811603805,,,,,
Bwd_IAT_Mean,-0.10059004039803403,0.7355463447013302,0.6696756319229241,0.6634023616627118,0.6537253948894947,-0.34358100528460034,0.4459851560085763,0.641587339888368,-0.33560993553902946,-0.356154116776804,-0.3759347751071409,0.6275570890448054,0.6793943495181636,0.6967601794453214,-0.17116926120171203,0.61722533048848,0.5888796219185547,0.3959314030149943,0.9783673317370284,1.0,0.9004376634007574,0.9856763926984141,0.5311530324731921,,0.6521570474120588,0.7403491814862456,-0.362169661209386,-0.3561881891494775,0.6266836045137735,0.5768592143912284,0.62432524372361,,0.4957293207749984,-0.18902837821498894,,-0.033082544834152364,0.39928336496286687,0.34700942603655227,0.6055583789001956,-0.14371136769614076,,,,,
Bwd_IAT_Std,-0.09104411569045481,0.6882740391489285,0.7398597992448238,0.7303648638298409,0.7366012114202041,-0.42084790400880207,0.4741981815304937,0.7638349248982865,-0.3900246453021966,-0.33507339274172543,-0.3697090766379196,0.5624743942394324,0.6224730378282607,0.6478840682434066,-0.28904831466332864,0.5525815611128275,0.6292408648139675,0.29404239904742574,0.8993723031565751,0.9004376634007574,1.0,0.9005576302146997,0.3929087921945712,,0.7310770535997267,0.81978073960709,-0.3557920292584718,-0.43257028681616977,0.7490418424160766,0.6939873922979264,0.7488078696538283,,0.5439678572897293,-0.16108995982243599,,-0.053838754446805824,0.43868556438444684,0.38194901851206475,0.6492305631976275,-0.12327166136129762,,,,,
Bwd_IAT_Max,-0.10317884131363923,0.7449591256223332,0.6788249644799933,0.662544681848896,0.6482513871630501,-0.3375598512990549,0.4287878695996446,0.6483510469810541,-0.3304818645196978,-0.3460289916035972,-0.370409821335529,0.6324635040206222,0.6847772516966596,0.7042343213348996,-0.17093394073074658,0.6195449593509527,0.5827782069573432,0.3849253333491113,0.989552365706843,0.9856763926984141,0.9005576302146997,1.0,0.4943815866496559,,0.6592667479010034,0.7599820903725379,-0.3567191372879412,-0.3499918334398255,0.6361909202492732,0.5851324020270836,0.6284245176282983,,0.48486711251966386,-0.1834472807013993,,-0.00983030681678584,0.3900079908895815,0.3426580103696876,0.6087711248250877,-0.14093883903983961,,,,,
Bwd_IAT_Min,-0.19786496674317253,0.4339665160275758,0.37022634530244936,0.3420662545129113,0.3845380796907778,-0.14310839902515538,0.27674950690990463,0.36241427872298726,-0.13398233235874668,-0.13990669413131177,-0.2559566355402676,0.4025880479606592,0.4267377462310705,0.4158659413426738,-0.054479115079070134,0.41250539711931256,0.3430496447320474,0.32248163631305465,0.4936441074753518,0.5311530324731921,0.3929087921945712,0.4943815866496559,1.0,,0.3806189862955346,0.3714788566825652,-0.17844241205086359,-0.14472128548279417,0.34148512593458313,0.31283905941809764,0.3292716515461245,,0.29489304171622904,-0.19761877520517612,,-0.1247130892548299,0.21920091366806133,0.17980815521894894,0.3071660858578778,-0.06342701927170491,,,,,
Fwd_PSH_Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd_Header_Length,-0.10745959832764614,0.6966342563712502,0.972190629247462,0.8558949623200574,0.815168701633419,-0.4425039318391646,0.47790612979028274,0.7363157465320564,-0.38523670905724294,-0.2893577339307484,-0.38359741553972204,0.5629450161939084,0.6269568405629565,0.6511379892123529,-0.36575372767632525,0.6079891663280746,0.6990040872704638,0.21392316482404292,0.6897435684802642,0.6521570474120588,0.7310770535997267,0.6592667479010034,0.3806189862955346,,1.0,0.8945846105082604,-0.37604728555530564,-0.439464751424124,0.7037896655663308,0.6457748249677389,0.7115785219681653,,0.5603427625930331,-0.13654821315095103,,-0.3726679797152165,0.546442010625687,0.4024166468117382,0.7854765202988048,0.07880079896951174,,,,,
Bwd_Header_Length,-0.1576266778444214,0.6811226295759899,0.883410288643244,0.8505783726973029,0.8325914955000789,-0.3577752827032886,0.5346588798417558,0.7955099302238805,-0.3039390440967445,-0.26265137671761807,-0.3941146336368549,0.5228841150453358,0.5994043784088702,0.6285328681592878,-0.3610334363969185,0.5494739670967204,0.6154644771769736,0.20627086148291643,0.7850725991300581,0.7403491814862456,0.81978073960709,0.7599820903725379,0.3714788566825652,,0.8945846105082604,1.0,-0.296809042294056,-0.36199808523077714,0.7576290529831696,0.7109118808238232,0.7561746978354679,,0.5685996432772271,-0.2728196470308923,,-0.04051620224010874,0.4990467431814544,0.4183394084536145,0.730352771463051,0.021227332603244647,,,,,
Bwd_Packets_s,0.32317561800501526,-0.36122448110356903,-0.3856053215722255,-0.337209392463126,-0.350876434525399,0.06298678904126363,-0.3135807913958898,-0.3444877048709137,0.067584761321598,0.6575148158765011,0.70016573848587,-0.37658324755069467,-0.35867119461760116,-0.35823280356101594,-0.14177924663588728,-0.3532933724031021,-0.34933902698975117,-0.28285430062926253,-0.3629565705189378,-0.362169661209386,-0.3557920292584718,-0.3567191372879412,-0.17844241205086359,,-0.37604728555530564,-0.296809042294056,1.0,0.06359916058317326,-0.34442978317217166,-0.35417106273229804,-0.34072627946838874,,-0.12764037646789417,0.0613227355024472,,0.32879891591236976,-0.18300186873247953,-0.019740364727662194,-0.34066941425830793,0.13876711516378437,,,,,
Min_Packet_Length,-0.5059786926640828,-0.3487833770682138,-0.4410008755692778,-0.3229409769276559,-0.348983851636541,0.9821044214986017,0.1524279958447726,-0.3868323812487019,0.8531708352296012,0.15501276992471236,-0.15408896973195357,-0.3189454716603364,-0.3459478549274482,-0.33672239085678074,0.28494782127423063,-0.3324654830463213,-0.4162762854209687,-0.2804084745786684,-0.36131038767738016,-0.3561881891494775,-0.43257028681616977,-0.3499918334398255,-0.14472128548279417,,-0.439464751424124,-0.36199808523077714,0.06359916058317326,1.0,-0.4062992791856748,-0.24525022277225975,-0.4406630299648941,,-0.4934894659602767,-0.4381416520236224,,0.33736376542593044,-0.450511974330603,-0.5089447668807363,-0.33310408921392015,0.05850956333081765,,,,,
Max_Packet_Length,-0.14967305476467074,0.6032183552232045,0.6854595559541691,0.6662727299758906,0.7103902521248661,-0.4001731716185544,0.44741628351630724,0.9401312227830206,-0.3506023334129194,-0.23161768734747581,-0.37168646982450637,0.47644275550574505,0.5400160946291606,0.595573841232553,-0.32432741028293954,0.4971131077413215,0.562633785823349,0.15442627538880402,0.6460038867664651,0.6266836045137735,0.7490418424160766,0.6361909202492732,0.34148512593458313,,0.7037896655663308,0.7576290529831696,-0.34442978317217166,-0.4062992791856748,1.0,0.9488834776953936,0.9658431283836469,,0.44818763643092147,-0.10605440724117673,,-0.08041249168016885,0.346542968195395,0.3607413797865428,0.5597707634350015,-0.09880957044569313,,,,,
Packet_Length_Mean,-0.2353531026239712,0.5301335706056388,0.6288724073966399,0.662813820452296,0.6962879446341522,-0.23321746204947336,0.5496778364582628,0.9065119941690972,-0.18441077686272417,-0.20103788652273907,-0.41844210890127465,0.39700638358167284,0.46127500675267574,0.529216493710661,-0.30853228936841676,0.41589663810707783,0.48270706173674277,0.11747224552757396,0.5978827066731077,0.5768592143912284,0.6939873922979264,0.5851324020270836,0.31283905941809764,,0.6457748249677389,0.7109118808238232,-0.35417106273229804,-0.24525022277225975,0.9488834776953936,1.0,0.9547869636930084,,0.3849345967082008,-0.1941357122744716,,-0.021992572918414235,0.28181461615653575,0.26827240591231205,0.538729098855445,-0.09804566436382914,,,,,
Packet_Length_Variance,-0.09994041037086648,0.5713590245446292,0.7022950336354414,0.6994294204119068,0.7259494554860587,-0.4274964402454519,0.4704718454058654,0.9421447667121158,-0.3870550783144339,-0.23651491114595138,-0.3583049534722318,0.44451123042726753,0.509377672347193,0.5631201911649646,-0.3292659135701418,0.46510470482570493,0.5474646407575894,0.17937789408190083,0.6449203958544144,0.62432524372361,0.7488078696538283,0.6284245176282983,0.3292716515461245,,0.7115785219681653,0.7561746978354679,-0.34072627946838874,-0.4406630299648941,0.9658431283836469,0.9547869636930084,1.0,,0.5002644251719305,-0.11069011177289886,,-0.10655860866391849,0.39078228420302646,0.3763938168734544,0.5918168727725771,-0.10461757698748297,,,,,
FIN_Flag_Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSH_Flag_Count,0.09962987288921964,0.2765960226036344,0.578603053887283,0.5755035241519944,0.5425232432863369,-0.495974696515618,0.2717590255572659,0.5058044979082486,-0.4387116007152093,-0.11506376113948336,-0.12002307609901713,0.20761901494788834,0.24708235851628393,0.22495121715842148,-0.2111522339700047,0.23523099053200996,0.3391799730244777,0.33880281094700593,0.514414536387005,0.4957293207749984,0.5439678572897293,0.48486711251966386,0.29489304171622904,,0.5603427625930331,0.5685996432772271,-0.12764037646789417,-0.4934894659602767,0.44818763643092147,0.3849345967082008,0.5002644251719305,,1.0,-0.4359538337999442,,-0.09626378859183193,0.7330684571717774,0.36709021295319294,0.5353136897053936,0.012629886730094611,,,,,
ACK_Flag_Count,0.5103734974894167,0.023278204471180258,-0.14692597037323443,-0.24870537874907025,-0.20710437290744,-0.42052676988586796,-0.40396666136330683,-0.1803607870852891,-0.43107443714961535,-0.024873458970442505,0.31609057052805406,0.07506632399422042,0.047244323444594304,0.05585748361624447,0.06289460374311094,0.05726445422952981,0.03208286349201011,-0.04279094577010678,-0.19840544734431384,-0.18902837821498894,-0.16108995982243599,-0.1834472807013993,-0.19761877520517612,,-0.13654821315095103,-0.2728196470308923,0.0613227355024472,-0.4381416520236224,-0.10605440724117673,-0.1941357122744716,-0.11069011177289886,,-0.4359538337999442,1.0,,-0.2818167867660264,-0.20333895498199653,0.1480894794587418,-0.21173144102269162,-0.0484346325440808,,,,,
URG_Flag_Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down_Up_Ratio,-0.1027660084952826,-0.23631348194124635,-0.38127477816427735,-0.20445516559188406,-0.19020298676722194,0.35469423047776966,-0.007382246556378969,-0.09172795442090682,0.3181707348263485,0.15184681795939195,0.06998659510790893,-0.2776493201024626,-0.2555908588815424,-0.23557953669217485,0.06423118921435378,-0.3340518832802555,-0.3742043884165325,-0.20980317639477852,-0.020523253847151562,-0.033082544834152364,-0.053838754446805824,-0.00983030681678584,-0.1247130892548299,,-0.3726679797152165,-0.04051620224010874,0.32879891591236976,0.33736376542593044,-0.08041249168016885,-0.021992572918414235,-0.10655860866391849,,-0.09626378859183193,-0.2818167867660264,,1.0,-0.20292777551318633,-0.12995055040560916,-0.29901666877457045,0.06355488546157433,,,,,
Init_Win_bytes_forward,0.08799401935103851,0.2542858266566537,0.5298908199450856,0.5190623398349307,0.49811434482290906,-0.45114716932745386,0.23848838142918297,0.3953697318690132,-0.41376943710634606,-0.15053396067234315,-0.14468294492144948,0.19467651878472947,0.20676662377596644,0.20553861111539662,-0.13653690443809788,0.22051705160566543,0.2934268403975036,0.2998427671177443,0.41950224127937386,0.39928336496286687,0.43868556438444684,0.3900079908895815,0.21920091366806133,,0.546442010625687,0.4990467431814544,-0.18300186873247953,-0.450511974330603,0.346542968195395,0.28181461615653575,0.39078228420302646,,0.7330684571717774,-0.20333895498199653,,-0.20292777551318633,1.0,0.34896679057014973,0.39445533231185925,0.1973649094026149,,,,,
Init_Win_bytes_backward,0.17844362885725013,0.3528678422079229,0.4042492050277927,0.3604742013349108,0.37259172144310954,-0.5058106312189801,0.08712359758902118,0.36376178614935967,-0.45069593561997967,-0.24522491817514824,-0.06675693183547757,0.3365576875244487,0.3637297448314764,0.3320242745937229,-0.1331985487520053,0.36367292886072417,0.4222725672925269,0.16548081552571234,0.35323913825797093,0.34700942603655227,0.38194901851206475,0.3426580103696876,0.17980815521894894,,0.4024166468117382,0.4183394084536145,-0.019740364727662194,-0.5089447668807363,0.3607413797865428,0.26827240591231205,0.3763938168734544,,0.36709021295319294,0.1480894794587418,,-0.12995055040560916,0.34896679057014973,1.0,0.32361528806991957,-0.050642063027059384,,,,,
