TSNE1,TSNE2,Label
-4.486626,59.332336,0
65.507935,-57.892868,2
-34.900455,1.3064991,0
90.11406,-33.46545,2
36.078346,-42.058365,0
-29.234581,27.690792,0
83.04877,40.438427,4
1.7286175,-74.39319,0
7.561473,-63.31146,0
56.441998,11.260554,0
-82.46397,-39.157177,0
-5.114858,-75.61017,0
-60.204556,-49.48554,0
49.952847,12.097445,0
-0.23905148,31.519527,0
5.9143486,-55.029366,0
-76.91847,-58.030983,0
2.2487698,-104.63617,10
79.95972,40.71346,4
-71.21356,-8.854103,0
-61.494446,-52.931232,0
-18.289082,9.343255,0
-50.37186,-37.329693,0
84.05615,39.31125,4
-82.037254,10.080968,0
12.02794,-49.765736,0
-19.384853,6.2285695,0
-63.50362,45.41002,0
-41.849133,-77.52826,0
90.09536,4.8325434,4
-13.435421,-36.134235,0
32.391117,19.803902,0
-20.954422,76.46679,0
-50.697533,55.602997,0
-14.320314,77.51303,0
-21.91278,17.646925,0
-13.218321,6.1602535,0
-18.109394,9.414205,0
-4.4518547,29.24557,0
-26.42654,-62.653454,0
10.497307,74.08656,0
83.11338,40.648266,4
42.907837,70.4338,0
87.052574,1.4001522,4
48.30911,17.229853,0
-8.47202,16.844913,0
32.993538,-30.759068,0
-81.06327,21.354366,0
31.540152,11.524358,0
-2.9440389,-22.930912,0
-54.01054,-56.686054,0
86.51983,0.91376936,4
14.920941,68.35817,0
-5.7413435,-99.33461,10
-59.791157,46.860332,0
59.39527,34.06033,0
69.15777,-9.492244,0
36.680008,-43.107338,0
-1.2952352,-57.82764,0
4.2673016,64.231705,0
65.590065,-44.706245,2
34.523846,37.335808,0
102.935036,-4.1638217,4
56.66495,-46.52667,2
-54.152363,42.675983,0
-34.517643,-56.08542,0
37.87532,62.882576,0
-1.4486699,-19.057806,0
2.2798479,-50.09541,0
-27.751907,81.31869,0
-7.496628,60.55028,0
-8.267401,18.447966,0
-45.110012,5.5636578,0
57.275566,-3.2859864,0
-71.58825,-10.976838,0
14.388291,47.641937,0
13.824252,-5.645794,4
82.180954,37.01115,4
41.211384,-67.67552,0
-46.739048,3.4152913,0
58.652462,19.963638,0
13.573985,-37.31253,0
-81.30558,-52.522438,0
85.308365,23.794588,4
-44.228012,-17.437132,0
-4.4720364,46.65877,0
8.465153,12.3237505,0
23.839832,47.752506,0
-5.045288,59.912663,0
-40.660946,-4.3984823,0
-28.81021,26.48776,0
-61.29736,-28.157173,0
41.290928,38.139027,0
-87.968445,2.5415242,0
12.833736,-8.984128,4
-9.481556,-76.13729,0
5.831788,-55.376396,0
4.8496184,31.863018,0
91.560875,1.0486661,4
-11.823823,83.62932,0
-38.049603,-18.939396,0
-13.380179,-25.490444,0
16.505857,-69.43923,0
-20.266851,16.657986,0
106.32794,1.5647762,4
53.1732,-13.028518,0
30.012798,-79.96959,0
41.1263,-66.93749,0
46.57759,-12.745048,0
5.3249254,-28.659216,0
-74.077866,0.33631864,0
-12.161771,47.440063,0
32.11623,32.444717,0
-49.226936,60.43861,0
5.6013346,-102.520935,10
25.903357,-2.5571313,0
42.908394,72.721344,0
-65.68084,-4.4739656,0
35.225933,19.629602,0
24.910614,-16.5409,0
30.308056,64.464676,0
-3.8507144,-98.01871,10
91.11627,-31.209917,2
-33.443947,-0.017863225,0
76.14402,9.830105,4
-33.72747,-81.15038,0
62.2185,32.24611,0
0.6897385,-12.264863,2
36.397495,-75.17572,0
-19.555258,78.52735,0
70.88776,-0.80217206,0
10.154875,35.601936,0
-83.82232,-43.409664,0
41.39274,-69.78527,0
-15.022799,-12.523472,0
-18.942202,1.5231745,0
8.416811,-62.831013,0
-71.92024,7.232933,0
-70.046394,7.469441,0
-80.61529,8.887183,0
-28.87081,82.34737,0
-60.201252,-49.486492,0
68.50787,-22.601217,0
-0.49425206,-78.44473,0
41.67588,14.152718,0
-7.125778,-56.865456,0
2.2917528,32.762623,0
-47.292908,-65.1378,0
-1.2377862,-57.740047,0
-14.191927,-8.4305315,0
15.649087,-75.72303,0
-12.550292,-9.826458,0
39.063652,-42.789318,0
29.004429,-78.13394,0
49.516216,31.195341,0
-12.874551,6.028952,0
82.85251,-34.94234,2
-82.3654,22.93001,0
36.552723,42.460045,0
0.54236,-49.710346,0
-37.582413,87.08138,0
-19.1581,-53.72412,0
-24.211834,-19.264357,0
42.649395,-70.75256,0
-55.391438,-33.170506,0
48.823082,26.459667,0
6.2189546,-41.989517,0
-86.21086,26.933607,0
-38.02854,-18.926617,0
-7.4669204,61.510647,0
-38.638443,19.950031,0
27.871374,19.509043,0
82.73312,-12.983256,4
53.19542,22.335318,0
12.573018,79.17048,0
36.74821,-41.135475,0
-60.110844,48.50758,0
2.6740716,32.408646,0
-51.040928,55.78587,0
9.536964,42.862232,0
-39.497272,2.5805523,0
-27.857773,86.246,0
-83.82528,-43.413418,0
-70.20684,21.892696,0
38.99377,23.49971,0
-6.81151,27.942316,0
30.53987,12.692703,0
10.986236,45.582813,0
-86.84292,-25.510452,10
-71.882965,-11.055983,0
53.423073,21.089508,0
-12.226127,82.012764,0
16.819502,-76.14911,0
-86.84292,-25.510452,10
-61.68264,39.72345,0
7.730473,-41.708546,0
-30.067204,73.84769,0
36.624546,10.242601,0
-61.600914,32.972958,0
-34.348576,-80.91718,0
-35.272095,-81.8649,0
41.93475,-64.912926,0
29.987242,-52.78926,2
-56.653214,-32.197212,0
-37.964413,-18.867683,0
-48.80994,60.15137,0
-29.094755,-72.6494,0
38.83409,-7.8999124,0
-74.55045,0.9544965,0
49.09922,32.054485,0
16.037165,-3.3850088,0
25.336756,-16.061527,0
8.362554,4.6455708,1
30.651115,64.95173,0
-47.60382,0.89075994,0
19.109465,-51.36617,2
-10.049719,18.04951,0
-35.244553,-80.36617,0
-81.25635,-6.4226213,0
36.29426,-23.898218,0
11.035838,77.73294,0
-82.50571,15.781889,0
-11.713806,6.1806326,0
-3.044846,-76.30073,0
-8.487177,15.906045,0
-51.64145,53.605785,0
10.920949,-36.465256,0
9.373084,77.47142,0
55.884876,-35.22034,2
-19.284805,77.456795,0
-18.805218,0.29454798,0
39.250484,42.86793,0
90.32545,3.4030793,4
-52.999386,11.629978,0
-30.119827,73.595276,0
36.957058,-8.962028,0
87.73266,25.581045,4
-78.6106,-33.698605,10
18.880552,-51.2606,2
-37.49439,-18.813223,0
-3.767633,-97.99542,10
-43.071823,-37.138474,0
-85.59667,-34.519356,10
64.729996,-45.525955,2
7.435625,-100.13013,10
10.630983,45.31071,0
-71.74363,-11.113114,0
51.68824,22.389133,0
36.53306,-42.841133,0
-19.576075,78.10871,0
57.449535,15.288853,0
56.546303,-1.8307847,0
-61.807808,54.597023,0
11.524062,-6.2504845,4
-64.37856,-4.4490027,0
-53.616135,51.108303,0
88.82208,24.122742,4
-87.80987,26.558569,0
29.08817,-50.840397,2
-6.026279,-99.25058,10
-40.618984,-4.4091735,0
-49.838856,44.73638,0
-86.81007,26.223902,0
50.638798,32.152584,0
-19.686546,42.389896,0
-44.873,4.5239315,0
-33.350655,-81.27319,0
107.39152,1.5456283,4
12.777527,22.935764,0
105.45795,-3.3811002,4
-23.582348,-26.579283,0
17.768766,-75.97396,4
-37.7944,44.38172,0
-40.307053,-23.321909,0
-53.434875,12.2611475,0
42.068768,-64.843575,0
40.682083,10.850789,0
-11.777776,6.385775,0
8.417218,-62.83082,0
-54.293392,-40.56187,0
5.4763937,31.797184,0
28.219498,2.5974965,0
-39.394394,87.48819,0
-40.30666,-23.32247,0
-81.45046,-26.206673,10
-91.943275,-24.83095,10
36.246895,-23.895185,0
25.712166,-13.755444,0
-84.76468,6.912862,0
-8.876391,16.720512,0
-50.61566,-63.50256,0
-1.3344707,-57.90392,0
-25.04173,73.62721,0
-62.10537,39.83683,0
45.13548,2.4273334,3
13.607248,-37.091427,0
43.876015,44.572624,0
81.915146,-10.558433,4
41.63642,41.48879,0
61.062798,31.10508,0
34.440166,34.72623,0
11.421687,-35.89397,0
-22.500134,-17.40458,0
88.68279,24.394735,4
0.7157579,-12.149226,2
3.146117,22.902206,0
34.202496,-6.8683333,0
0.875107,37.24982,0
40.95435,-46.71468,0
40.507435,7.463952,0
84.64397,-29.078123,2
37.924885,41.239857,0
60.384373,27.46161,0
-28.688345,71.779785,0
89.80033,1.2246236,4
1.6591423,-74.32396,0
56.19477,-0.3393177,0
56.45236,2.1268942,0
38.517754,-7.580278,0
-50.23294,43.81445,0
40.087234,19.959646,0
35.840313,-10.459435,0
-21.416492,-46.03209,0
5.9341955,35.88679,0
-51.825253,46.72782,0
-11.004266,-6.1583405,0
-24.212654,-19.264761,0
-29.420078,-65.26766,0
-38.88364,78.56513,0
-36.462494,-18.786488,0
10.890482,14.609777,0
-29.781704,-75.4992,0
30.642235,64.96132,0
-54.63569,55.283405,0
-22.259245,1.9308035,0
-35.694096,-0.62014836,0
-22.50012,-17.404621,0
-38.28821,-77.393196,0
0.7510736,-2.7128754,3
36.684452,-25.052923,0
-65.03912,-3.9030879,0
-42.673824,30.148964,0
22.008455,-51.777466,2
-63.12387,62.693275,0
-51.56853,-38.311195,0
33.027752,-0.29876384,0
-44.37401,-37.06789,0
86.72585,27.354454,4
106.37661,1.1042174,4
-42.86869,2.273831,0
68.092316,-22.759392,0
5.3437605,-102.76226,10
-48.198807,1.9677165,0
-84.38442,1.3221816,0
28.746933,-50.956318,2
12.981024,-69.49993,0
-52.626373,-14.849553,0
-6.977369,-80.98265,0
46.848354,-20.247835,0
-2.7450988,-22.75821,0
39.046707,30.276264,0
-4.7730627,-56.163315,0
50.559864,22.727262,0
32.8555,22.391394,0
-70.04334,22.647276,0
63.34546,-54.104645,2
-84.1639,22.801945,0
-52.532497,13.489279,0
24.291737,10.102095,0
-45.20412,-0.30247256,0
58.277992,25.880976,0
-54.262253,40.324005,0
-0.1006055,-97.27798,10
69.742096,-19.490507,0
-58.60528,49.45852,0
26.37468,36.538788,0
-33.392166,-0.25795752,0
-3.0544896,-76.73077,0
-39.253002,90.31067,0
70.8265,-0.77779937,0
41.94488,-48.312786,0
68.43108,-22.786316,0
-20.949106,57.29479,0
-12.577294,47.905354,0
-41.902454,-77.19417,0
-44.262028,-17.589998,0
-74.80997,-2.0388682,0
-16.929575,-14.043459,0
-61.6685,54.642365,0
-77.571266,-57.676083,0
-20.423246,-16.715067,0
25.220278,-14.807886,0
37.73737,60.86095,0
40.12567,-7.9627934,0
69.70637,-19.483263,0
91.167175,-31.403004,2
54.235355,-9.95852,0
-77.24993,-57.79153,0
22.662056,-51.83883,2
51.107418,24.127045,0
-5.7778387,-56.38382,0
-37.5898,91.1009,0
-20.188475,56.33009,0
-73.36378,-2.4572895,0
1.8588133,57.927227,0
5.3437605,-102.76226,10
-42.46665,-41.65223,0
-10.1483345,16.859016,0
-50.55962,-37.506706,0
45.012226,-63.54661,0
-79.86032,-5.202386,0
33.879257,37.542,0
40.0462,-41.967075,0
-23.620518,-26.333569,0
-2.501099,-22.57409,0
-2.0106292,58.569065,0
16.999903,-0.28552943,0
81.437546,-11.435773,4
-3.8818364,30.041788,0
-19.241947,6.641299,0
3.6232185,68.40298,0
-15.709877,-47.0172,0
27.097532,-2.4265776,0
2.1927097,57.508465,0
61.270435,-57.21267,2
-39.08243,6.49962,0
-58.10529,-31.217367,0
80.97497,-9.657939,4
-55.093323,-59.044476,0
-14.515332,77.24216,0
-27.570194,-61.864567,0
70.811676,-0.8543529,0
35.254963,13.968219,0
-41.961315,30.081236,0
-34.07699,48.49802,0
-33.759132,-76.11528,0
55.459595,-4.15159,0
5.280237,34.96448,0
12.292762,12.65014,0
-49.013153,3.3657691,0
17.181566,-31.378736,0
-0.2764092,-1.3505428,0
48.348896,7.2827096,0
54.12157,39.29225,6
-13.63781,-31.051105,0
-90.9101,-24.994198,10
-86.097694,26.868912,0
77.37255,9.134918,4
-59.524452,-27.400213,0
-40.116802,23.408836,0
-50.550087,2.7326896,0
-32.236904,6.4483757,0
16.026155,-69.38005,0
-81.14283,22.721006,0
19.292797,-65.17011,0
25.830118,-20.6047,0
18.744602,-51.806473,2
37.86668,-64.18517,0
1.6227497,32.586845,0
55.559994,-35.102333,2
25.947,-51.623787,2
6.235367,61.974236,0
4.5771046,67.25693,0
-58.97033,49.36058,0
6.9314137,72.74463,0
-32.551136,78.03443,0
2.8638728,67.34875,0
-51.752068,-38.443928,0
-39.111855,7.361653,0
48.838226,30.226484,0
39.16908,-44.721855,0
81.110535,-9.575325,4
-14.60389,-12.254889,0
99.24248,-11.748922,4
-27.130838,-5.937192,0
-19.548513,1.6479697,0
56.221916,-1.0253137,0
29.906326,-50.605427,2
57.430252,15.130775,0
89.10236,24.187452,4
5.8070755,-56.03525,0
57.786285,-44.359177,2
41.98349,41.150852,0
-3.3997674,44.280693,0
-25.83453,78.99573,0
-36.41453,-18.555002,0
9.7978945,-95.69825,10
35.17183,19.028757,0
23.166708,1.0806482,0
28.278782,-46.32024,0
-78.73201,20.961903,0
-3.7952006,29.984034,0
-30.173824,-66.009155,0
-77.37974,-53.4579,0
57.78493,-1.381412,0
-38.40397,-49.276947,0
8.77908,-24.523575,0
-41.64858,9.900734,0
-1.3500502,-57.911438,0
98.38455,-11.201202,4
82.70874,-34.303986,2
-39.215412,20.809246,0
-46.311333,23.526337,0
-2.5782423,-61.221222,0
-52.33763,-11.1672535,0
-61.233788,58.845036,0
-21.01017,55.811752,0
81.12737,37.076622,4
-6.3852715,-62.793137,0
-12.640325,-35.66924,0
-60.318348,40.6748,0
-40.70699,11.575339,0
-18.081705,-26.794415,0
-1.6465458,-72.2827,0
-22.974041,73.76774,0
22.03458,2.6364038,0
-9.048937,60.56465,0
-61.03053,-55.20902,0
-36.27386,-53.369392,0
8.788824,-27.990108,0
55.20325,15.923926,0
31.950825,12.446901,0
6.3463345,74.08687,0
16.658768,27.342148,4
0.7486301,-2.710088,3
29.781002,-15.206464,0
37.116154,33.070488,0
77.224915,31.779346,4
-73.00591,2.03536,0
5.8267293,73.483955,0
92.87333,6.025308,4
35.80759,-49.39117,4
55.960182,1.785424,0
8.914259,-24.623186,0
49.817127,13.710825,0
75.93854,9.305325,4
-29.653446,76.56016,0
4.9294534,70.95353,0
7.738225,72.65497,0
18.928026,-1.7014076,0
-62.269337,32.859035,0
-49.774834,59.88366,0
-60.952698,-52.697323,0
-42.46112,7.7310085,0
-5.9298277,-39.90411,0
2.5576377,57.465797,0
-69.23912,4.0764794,0
54.919933,30.004992,0
92.38209,-12.864276,4
57.99349,36.792366,5
-35.675568,-54.268444,0
18.6334,9.933965,0
-49.69714,4.819463,0
-27.178696,-62.341793,0
-0.5824505,-39.609097,0
43.936523,43.216473,0
-74.8676,-4.2586083,0
-2.6965964,30.843407,0
55.90982,-46.35466,2
-12.38388,81.48248,0
29.433285,48.41047,0
92.55892,6.191151,4
16.159266,-3.57013,0
-6.3345695,-62.776478,0
13.421033,-69.49879,0
53.755516,27.665026,0
41.866463,-63.871403,0
3.4422317,32.186554,0
-20.068401,77.90614,0
-20.84505,2.815807,0
-29.147167,-65.197044,0
18.422894,10.346013,0
30.867397,23.350798,0
-4.9756966,-61.64526,0
42.66576,-70.748375,0
12.091756,64.70421,0
-0.93733066,-60.421993,0
-61.22,47.085876,0
30.878098,-50.376804,2
-42.06901,-3.5191097,0
-38.14345,-76.94857,0
-49.12163,-15.783129,0
18.52991,10.382088,0
-18.48567,45.086834,0
-21.34953,7.6750636,0
-8.3698435,62.370388,0
32.178772,32.461212,0
-51.871952,13.486513,0
-39.010204,-81.07874,0
30.65389,64.950386,0
-4.5454626,-18.871548,0
82.01498,33.33007,4
-72.80939,-10.687782,0
-43.401928,-62.80973,0
-49.031727,-26.981165,0
59.77825,16.885004,0
32.04695,-14.261926,0
-4.3161287,17.970053,0
-83.82527,-43.413414,0
-53.363483,-39.782352,0
-3.0207944,-76.35161,0
-14.683629,-15.54349,0
30.871916,-50.376133,2
48.677197,24.885239,0
-11.692609,85.94928,0
12.2605095,5.400082,0
-23.910568,89.64864,0
-2.1165402,11.885288,4
32.737514,-51.246273,2
61.2028,-54.294586,2
-1.1887746,-18.735415,0
-33.294598,-75.65926,0
2.0771992,58.433475,0
-22.15279,89.37167,0
57.724163,-37.82443,2
-10.965221,-9.329063,0
81.92673,37.285362,4
91.02034,-16.961704,4
-2.003516,-60.77335,0
106.53982,0.52417463,4
29.811485,-75.83262,12
-19.014986,58.36641,0
37.94716,26.458641,0
-78.01821,-52.582146,0
37.01327,35.63551,0
36.83648,0.72708654,0
-63.797344,45.233,0
-25.040668,-20.87113,0
-83.87022,-25.753159,10
-4.914761,-18.352186,0
-81.15425,-53.244404,0
-36.423008,10.608723,0
36.1738,69.87901,0
-5.4506717,-19.493662,0
25.811794,-20.587955,0
-1.8028548,-80.6324,0
7.622214,-43.44371,0
32.99182,-15.691117,0
-63.237194,49.932137,0
65.505615,-57.88836,2
64.120865,-59.98264,2
-59.812923,40.627247,0
32.876774,-1.2217915,0
-80.963776,25.38421,0
-77.73235,-57.57691,0
-6.3081007,-62.79124,0
69.31473,-9.351537,0
-15.012135,92.11293,0
-5.6869135,-56.3505,0
1.2519004,-49.053303,0
2.8661523,-48.793648,0
-53.591797,-26.826374,0
4.4673715,-20.403143,0
44.335133,-62.988834,0
-5.1183596,-75.61151,0
-47.4241,1.506705,0
54.494694,-35.610332,0
-10.677979,-12.746047,0
-20.022072,-70.3141,0
-0.1029191,-15.490104,2
-15.718789,91.328896,0
-18.630274,55.52667,0
37.963097,-64.096306,0
37.91821,-64.13655,0
14.857082,16.482157,7
-14.653673,80.68829,0
-22.268274,-26.73183,0
9.818021,44.780624,0
8.521984,-98.29129,10
38.15398,-1.2939405,11
-6.8069186,61.81756,0
17.514423,-31.16659,0
29.526041,57.845856,0
-12.160252,4.818445,0
45.525845,22.030039,0
2.0236595,66.38278,0
-3.1203115,-76.803055,0
-79.11859,-37.9759,10
-62.46488,40.214993,0
-42.485153,-76.20226,0
-3.0048263,36.127583,0
-41.90492,-80.68862,0
15.605102,-76.15747,0
28.804081,25.105368,0
26.910545,-21.782099,0
35.886944,11.165624,0
-1.7400786,24.786757,0
42.578915,73.11655,0
5.5777683,59.423256,0
8.772002,-24.506416,0
45.102425,16.758572,0
-20.3705,-32.15042,0
12.57143,75.43427,0
-21.078827,90.37118,0
-40.13063,23.48332,0
80.177895,40.90855,4
-49.320824,45.01775,0
-11.875297,46.935745,0
82.77443,-34.686897,2
-38.304245,43.694054,0
-21.371044,57.236046,0
-50.151657,-29.258608,0
64.10442,29.300316,0
3.0271747,57.69501,0
-47.482746,1.8647833,0
105.14074,-3.7090328,4
-60.39798,-29.209934,0
6.8579626,-27.975853,0
13.580364,-5.2925715,4
38.641315,70.890465,0
19.877985,-13.680826,0
5.810236,34.790848,0
-44.668552,6.313349,0
67.91838,-24.41398,0
-70.18851,20.205156,0
-13.150389,84.8879,0
-81.24229,25.219023,0
-81.05917,24.617857,0
-62.84054,-30.83339,0
14.054308,67.35832,0
15.156839,48.59659,0
-80.24591,25.051271,0
6.1189976,-41.801548,0
-81.450516,-26.206833,10
49.51589,24.431545,0
1.034969,-9.550801,2
47.40473,10.023293,0
-33.274372,75.427864,0
-55.47084,13.383794,0
54.471733,28.996668,0
-14.779789,91.906235,0
95.91332,-8.521637,4
42.651287,73.117836,0
-4.256008,98.00467,0
9.327097,-26.58986,0
-73.87403,0.8616144,0
28.73548,-78.35538,0
36.06721,19.865799,0
1.6567491,-9.362062,2
4.5911493,63.322037,0
36.117638,69.82456,0
-48.95403,-15.8385935,0
-42.253822,-2.9292493,0
9.440087,-26.626179,0
39.021194,30.326548,0
-35.021366,-75.620605,0
-15.947192,-46.41953,0
48.4357,-19.091177,0
40.730324,-38.548534,0
19.557472,-3.975616,0
-85.914055,28.569538,0
3.1438346,61.06424,0
-26.47901,77.1743,0
-1.7303429,33.24207,0
-0.21384214,-5.4121604,3
44.739857,10.663047,0
57.066235,-13.024594,0
56.013767,-12.066357,0
20.207157,-13.281316,0
27.850887,20.47357,0
-10.194278,-23.69837,0
14.905426,16.48309,7
-58.730873,41.287186,0
-37.81497,-23.274267,0
-41.494488,22.327642,0
56.401134,-34.143192,2
6.619595,62.72355,0
5.0365877,-103.01309,10
-38.214985,12.336438,0
-37.901875,12.664588,0
9.120191,70.17417,0
-52.13042,40.17757,0
-61.670444,62.32995,0
95.22181,-9.024696,4
25.857132,-20.615337,0
-58.68679,12.040816,0
-43.289684,-37.116013,0
8.707869,75.30216,0
83.14249,-34.864056,2
55.76566,-46.703743,2
-33.35368,-53.93625,0
-15.888679,54.893307,0
66.2532,-42.075893,2
-12.3750515,81.49333,0
-37.913277,-23.307901,0
-50.828903,43.013695,0
-12.151519,18.639084,0
0.30769718,-3.8388903,0
-60.47575,-28.801119,0
28.801327,3.1124954,0
30.962593,25.002155,0
30.966764,22.824543,0
24.380262,-51.595757,2
-12.680279,49.898544,0
3.0244005,64.95743,0
-78.71899,-34.961082,10
-18.401379,2.3968613,0
-52.919304,51.293667,0
-2.0108533,11.839193,4
-34.681557,-75.62951,0
-37.86149,86.84727,0
47.53453,-20.76708,0
55.607533,-44.95499,2
34.87535,-77.12946,6
64.43908,-60.27355,2
36.826298,19.9123,0
-62.27009,57.80257,0
-55.246414,-41.44946,0
-28.240368,83.330055,0
-61.085083,-28.10033,0
32.32543,22.235235,0
-32.66376,6.4643054,0
-25.555302,-63.31982,0
77.548706,9.565479,4
-35.2828,-74.485115,0
31.322657,-14.884248,0
42.435112,-48.182697,0
-54.27512,-59.413204,0
34.514614,-2.445414,0
36.850056,0.40646997,0
56.825134,4.196401,3
-13.242635,86.57177,0
11.434926,6.2252016,0
-11.297108,81.79175,0
46.900158,12.133836,0
40.333984,42.214478,0
5.0293016,-26.607779,0
-78.58183,-34.059864,10
36.066208,61.551517,0
56.0395,-16.199959,0
32.737614,-50.32849,2
0.7486301,-2.710088,3
24.742907,4.597406,0
-20.214687,7.280737,0
0.6252372,-12.549672,2
57.952625,31.637428,0
40.929226,24.456152,0
9.252829,66.23706,0
-29.57106,-72.46329,0
38.41908,8.79605,0
2.0589807,-49.194187,0
-19.32849,-51.301334,0
30.097658,-17.47934,0
-7.29973,-56.933075,0
1.6946263,35.8338,0
-6.348162,-62.770763,0
29.588196,-10.397563,0
