UMAP1,UMAP2,Label
20.724659,2.1459324,0
-6.234694,15.403502,0
11.754919,-6.67203,10
4.5247307,-13.636108,4
-6.0487804,-5.891005,0
-3.6847668,11.343868,0
-8.679654,-2.0170128,0
-2.191002,12.482788,0
4.606498,-13.759402,4
0.908213,17.204893,0
9.459419,-3.1447532,0
-8.50184,-2.321516,0
5.973426,-2.0091546,0
-0.33552107,5.821028,0
-9.524254,8.30489,4
-11.990537,6.4681735,0
8.642266,5.2815304,0
0.7362038,-0.060047433,0
7.424102,-1.4756109,0
0.4821852,0.4051015,0
-8.973179,13.802522,0
-1.685044,-13.769675,0
-8.68386,-2.0172157,0
10.40421,15.555666,0
2.0731452,8.946487,0
5.9569225,13.432038,0
4.463574,-13.845881,4
2.527594,19.917551,0
-9.590949,8.721227,4
9.3202505,3.5550535,0
-0.59547395,-5.6559763,0
15.134344,4.1514893,0
-4.6446033,-9.688674,0
7.66369,4.8363724,0
10.751182,-4.0254025,0
-2.809762,11.058406,0
-9.604119,8.705201,4
6.28256,14.054323,0
4.172681,-2.066589,10
6.316303,-2.014064,0
11.111398,2.8972528,0
-9.189007,-6.3520947,0
-6.441786,8.3211565,0
19.037123,3.3764591,0
5.190414,14.490372,0
-9.418854,4.2673745,2
10.102172,5.8178654,0
1.7813826,14.274858,4
-1.6960433,18.200068,2
6.7415833,-2.439985,0
2.2059348,10.009395,0
11.812574,-7.652084,0
10.916039,-4.55321,0
5.0657372,9.452421,0
0.9644425,-1.0974463,0
3.5153956,14.397623,0
-0.66195923,-5.5769663,0
2.8113308,-6.2563767,0
8.569922,1.6002412,0
-6.358565,-6.031145,0
-5.7909923,3.610632,0
5.4270263,5.0968266,4
4.849219,-13.656192,4
16.079422,0.24470912,0
3.1394117,-6.480896,0
9.914943,2.9057577,0
0.18127798,7.779065,0
-1.3678983,4.152238,0
3.933872,-12.739573,4
14.381968,-0.6616906,0
6.3368073,15.073179,0
7.1118674,7.069346,0
13.054222,4.5864906,0
3.8528113,14.580207,0
3.0633736,-7.4184303,0
-2.8166676,-2.9881616,0
-2.542572,9.666199,0
10.783867,6.1135325,0
6.792023,18.685326,0
5.678253,5.0639186,4
21.012482,1.8729805,0
20.719154,2.1308398,0
10.824779,16.749113,0
-9.379983,8.406393,4
1.2724669,0.9648851,0
0.44522893,-7.4714446,0
14.3882675,7.204614,0
-4.7620864,14.496121,0
-8.984328,13.845364,0
1.3047953,14.15358,4
4.0058537,3.8450375,0
-13.372821,4.362755,0
16.073595,0.27577066,0
5.761683,4.2280293,0
17.683601,6.189271,0
-4.9739523,-6.165509,0
11.909902,-13.856132,0
9.355432,5.66321,0
8.800812,9.114764,0
13.727804,-4.6167936,10
6.221499,4.252017,0
2.48259,19.874878,0
-5.504204,-5.2872715,0
8.745254,5.017292,0
6.1373825,2.5072942,0
17.230787,-8.796664,0
7.6512346,-8.842042,10
11.01846,23.177624,2
2.0077648,-7.016105,0
-6.6014886,6.3112183,4
6.7882695,-6.358926,0
11.291586,2.770422,0
10.4535,-5.5473366,2
16.070324,-1.4548615,0
0.95598966,0.07568142,0
16.669855,6.4121747,0
10.861983,17.377176,0
-1.8497716,-11.614319,0
16.129827,-0.07239601,0
13.10532,-2.6716151,0
-8.176955,-2.841696,0
-2.868063,-15.314186,0
-4.273101,-5.9908175,0
-4.261943,-5.7511168,0
0.88152957,17.104542,0
1.0594517,-1.2652758,0
-3.769585,11.889034,0
-2.5999517,-9.827204,0
22.81085,0.5946527,0
8.723009,3.9814997,0
18.510494,4.2507415,0
10.629899,16.527359,0
-0.24364471,9.784067,0
19.02707,3.3839667,0
1.3712599,11.690535,0
-6.824759,13.138036,0
13.31459,-2.9476278,0
-6.6689734,8.554182,0
-13.470259,4.2669306,0
10.259878,4.0446944,0
-1.6806984,-13.774304,0
1.5852641,23.087532,2
-4.814984,-9.738113,0
10.679805,6.289298,0
5.118492,9.399006,0
-2.0649548,-0.3591942,0
12.992491,15.116803,0
-12.836541,9.769373,0
16.132353,-0.51658285,0
-2.2737029,10.4461775,0
10.13644,3.6598752,0
12.471135,-0.9965069,0
-5.396888,-10.4493685,0
0.44430014,-7.4718866,0
3.4775188,14.401256,0
-3.5554945,-2.5634933,0
8.820347,4.8888965,0
17.51573,-2.035334,4
9.937608,3.4889624,0
6.1987348,13.118048,0
-6.4493556,8.327023,0
6.356215,-1.8565723,0
10.689488,16.476406,0
7.411935,-1.4436492,0
-5.550631,3.1263258,0
2.584611,-6.969793,0
1.3942274,-1.3929052,0
-1.8490045,-11.614374,0
-1.0156211,-8.648065,0
9.1945305,4.851737,0
10.265514,15.162166,0
8.173172,5.1135864,0
-5.6541777,3.294438,0
-1.856684,3.4913356,10
-6.3817687,-6.055836,0
9.868027,3.4249165,0
1.1079893,0.86370414,0
-6.8975935,13.09772,0
-1.8478358,3.5004978,10
5.830057,-2.566242,0
12.49474,-0.9374566,0
0.07806783,-1.0243343,0
8.199213,4.5602565,0
11.6563,10.259168,0
6.7375293,-6.323255,0
6.61584,-6.3402658,0
15.959445,0.6743908,0
-6.7377167,0.7234181,2
-2.2545135,10.424653,0
0.44396085,-7.472548,0
8.794022,9.112185,0
7.576798,-5.7530704,0
7.0894933,3.5779538,0
-4.888914,-6.173395,0
10.209627,4.1000876,0
5.848022,5.168126,0
6.13726,2.545639,0
6.3532343,6.7653036,1
16.843132,-8.54702,0
3.2720313,-6.6281614,0
17.031889,8.028518,2
-0.5426331,-5.68605,0
6.680081,-6.282871,0
-5.537805,-6.9048123,0
5.5390654,2.9347823,0
6.1361923,13.198254,0
0.79567444,16.829197,0
-1.6253338,-13.82929,0
23.28876,0.88540864,0
-0.58547455,-5.6806064,0
7.3452115,-1.4663334,0
16.759418,9.443392,0
5.939536,13.262246,0
20.496286,7.0842166,2
0.9137188,0.10040235,0
-8.194387,-2.9005163,0
10.986482,6.1892986,0
-9.391675,8.410465,4
-3.7103899,-4.1837344,0
0.07448413,-1.0292456,0
6.906407,3.7586112,0
3.9994342,-12.765939,4
8.402803,-13.869466,10
17.017984,8.042398,2
13.19099,17.846306,0
7.6463146,-8.837513,10
6.5581923,17.077042,0
-1.3628987,3.9737573,10
-9.271146,4.4323225,2
7.679501,-9.906694,10
-5.6462474,3.2784643,0
-6.387217,-6.0599265,0
9.820705,3.6234117,0
-6.4425945,8.321799,0
0.9283311,0.084607735,0
9.402494,3.0056736,0
8.633934,1.6926994,0
6.2076197,-1.2388556,0
5.3067713,5.1169147,4
-5.4278436,-5.200864,0
7.1024027,-1.6851157,0
3.8229473,-12.636792,4
-5.387453,-10.439538,0
-3.9876084,17.461931,2
4.174773,-2.069935,10
3.061417,-7.4209423,0
7.282656,-2.4017377,0
-5.3635464,-10.414017,0
10.333033,4.0949125,0
3.622342,16.851326,0
2.8725977,-6.332982,0
6.8150773,-6.371143,0
1.2154664,14.103358,4
5.86235,7.237515,0
1.8108921,14.286048,4
14.261671,8.086598,0
-6.930199,13.060561,4
14.29997,-5.6320944,0
1.4298491,19.491089,0
-3.7578163,-4.2270136,0
15.953694,0.6814979,0
8.246647,4.343299,0
-1.6715764,-13.783095,0
-2.8682694,-15.314479,0
-2.9075665,13.060087,0
10.853288,16.898705,0
6.836037,4.769142,0
-2.1034656,-0.37932244,0
1.4299767,19.489817,0
5.4834905,26.73251,10
15.063896,-12.230303,10
5.533377,2.9261212,0
6.251136,2.8027782,0
1.01677,17.332443,0
-0.5666867,-5.688771,0
-0.4201476,9.913828,0
19.035284,3.3795767,0
0.27392358,-0.3981889,0
5.822218,-2.5603251,0
6.8995013,4.5065627,3
0.16721803,7.7899475,0
10.759574,5.809695,0
17.632668,-2.1546273,4
10.894021,5.9769664,0
11.141643,2.8815157,0
9.586804,5.5443654,0
16.767654,9.454662,0
-12.184192,-8.67668,0
3.8531241,-12.658918,4
10.445281,-5.569501,2
19.405022,-5.2613826,0
6.545236,4.0501137,0
10.192838,16.586775,0
4.039777,-3.9519029,0
7.725153,4.029586,0
2.0840278,23.271532,2
10.68749,6.308731,0
10.07353,2.7641282,0
0.04184839,-0.82111895,0
-9.406166,8.497845,4
20.55807,16.534636,0
8.688904,1.8443053,0
8.787469,2.1995702,0
7.0881147,3.6700938,0
7.24699,-2.4767697,0
9.039749,4.516867,0
6.882924,3.2331526,0
12.623191,14.999379,0
10.604017,16.90877,0
7.0751395,-2.1591403,0
-7.3726726,2.4810915,0
-12.835967,9.768491,0
1.7903858,9.03359,0
0.5038591,-1.7228616,0
13.191717,17.853745,0
6.973197,6.858216,0
7.521943,-5.82448,0
16.84242,-8.542402,0
7.0885844,-1.2390119,0
-7.9400644,-2.5927038,0
2.0558136,-7.11938,0
-12.184251,-8.676773,0
6.4965873,-5.6962614,0
-10.7556,-5.2921,3
5.4896946,2.9309473,0
-5.435771,-5.1922545,0
-4.6886525,-2.1484702,0
-3.4660487,17.086731,2
9.990379,9.578389,0
-2.283489,12.62321,0
6.5735574,4.5980916,0
6.512579,17.07846,0
4.1369567,-12.85299,4
1.3040884,14.152144,4
2.8742082,-6.827413,0
-2.5927298,-9.86997,0
13.74917,-4.6029553,10
3.2537656,-6.5467744,0
6.7399354,18.629927,0
-3.9754121,17.458218,2
13.234664,14.393916,0
7.091973,21.630762,0
7.594186,-7.6486177,0
5.546354,4.021863,0
10.730464,-4.0872383,0
9.743174,4.9801235,0
18.169987,4.0333595,0
9.86023,3.6995296,0
8.909778,5.5875015,0
-0.98055536,-8.665691,0
15.0294485,10.154079,2
-4.9221764,-9.897184,0
-3.6991367,-4.287035,0
7.2377825,5.518178,0
3.2256777,-6.820133,0
10.091112,3.0126839,0
6.6530604,-2.8244386,0
7.873097,-9.265617,10
-2.6987915,-9.237435,0
6.5378203,-1.7461002,0
12.126631,5.005413,0
2.0788872,-6.9794717,0
23.275171,0.8910556,0
-1.963027,-0.20810279,0
16.676416,6.4181533,0
4.0712295,-3.9854715,0
-2.5910866,-9.865725,0
3.9015918,17.734035,0
11.90509,-13.8604,0
-0.32662898,5.814089,0
14.372867,-0.66309714,0
-5.37877,-6.2656665,0
12.941882,-2.4896615,0
6.2330403,-1.2184972,0
-6.1941147,15.369344,0
-12.167491,-8.67163,0
6.1677732,2.6171277,0
11.972509,-7.8069606,0
6.971182,3.517645,0
-2.6979728,-9.232801,0
11.079252,23.23223,2
3.7855582,3.5828135,0
-6.2176676,15.392739,0
-3.481444,17.097649,2
10.033619,3.6338909,0
18.163677,4.0433803,0
-1.9169871,-0.16794594,0
3.9227686,17.709694,0
-5.4512463,-6.163465,0
4.481085,15.298072,0
13.762426,-4.5892,10
-2.1115096,10.781179,0
-0.54058975,-5.7054553,0
-2.2195334,12.508982,0
-9.786563,0.9665895,0
-5.53135,-6.86479,0
10.111573,5.8433,0
-6.680131,8.565961,0
14.263109,8.097665,0
10.7279215,-4.1274686,0
4.151846,14.890148,0
5.8509293,5.653432,0
17.58335,-2.1048944,4
10.410665,15.613855,0
-8.516597,-2.3138402,0
5.2474403,13.991763,0
11.21239,20.008295,0
6.423572,4.351178,0
4.478137,15.301291,0
15.271608,10.395824,2
2.2051136,-6.463625,0
-2.3134086,10.23593,0
17.68745,-2.2092967,4
-0.9081624,10.103046,0
0.46298766,0.37510097,0
2.0411541,9.094052,0
16.705011,6.4464655,0
8.311574,4.598305,0
-4.664953,-2.162002,0
5.923975,20.261477,0
7.08629,-5.757987,0
8.583164,1.6130024,0
10.692564,16.845842,0
7.0357695,6.942005,0
3.089878,-6.3698673,0
5.6311793,6.0885463,0
-10.973541,-5.2084537,0
8.734042,3.368014,0
1.2913238,-12.158227,6
14.748059,6.6619987,0
15.0643015,-12.147714,10
-5.3769665,-10.432324,0
-6.567997,6.283541,4
-2.5955172,9.819669,0
-3.8762069,-2.4735892,0
3.0990262,-6.3816886,0
1.6511954,-6.748794,0
13.454772,14.601823,0
-4.7129145,-9.669649,0
22.205837,-1.9040974,0
5.999906,1.8617997,0
17.04217,8.01139,2
-9.418849,-9.352678,0
10.600565,16.425695,0
20.492908,7.0875764,2
-3.7792075,17.315365,2
5.284581,14.879603,0
5.2608376,14.158622,0
6.5074368,-1.7549948,0
5.510479,13.513467,0
0.5626619,-1.5468421,0
5.1195936,14.121962,0
-2.3203657,12.660885,0
2.2275698,-6.494628,0
10.075421,4.0052824,0
-6.6800456,8.559457,0
17.659977,-2.1814501,4
13.164736,-2.7427082,0
14.348553,16.851648,4
-7.237027,-2.7543135,0
-8.167042,-2.80434,0
8.675568,1.7897435,0
-6.4904003,0.029970298,2
9.383963,3.0172067,0
3.818668,-12.630579,4
20.699615,2.1179333,0
-1.5840474,18.245708,2
10.905149,5.958024,0
6.541315,15.20188,0
0.8361152,-0.74242324,0
13.190896,17.868628,0
8.008162,-10.515444,10
8.719649,5.022701,0
6.4052653,5.172727,0
-7.512,0.4394974,0
-4.501469,-9.525882,0
10.411776,15.605758,0
1.771679,9.014233,0
-2.035336,4.5686655,0
8.651719,1.7322955,0
9.836703,11.722726,0
17.952925,9.730124,0
2.0452943,-6.1757574,0
19.022337,3.379059,0
14.289656,16.791538,4
1.6142046,23.092646,2
-3.5977314,-2.5582573,0
-4.159982,-3.014856,0
20.412054,2.243208,0
13.934874,-1.1386877,0
9.755095,9.025961,0
3.8694167,17.681934,0
4.8303127,-13.723114,4
-1.3803902,14.544893,0
19.207195,-3.1087158,0
5.9775233,-2.5346873,0
1.8773807,-6.2071176,0
14.270248,7.1227174,0
19.542048,4.1364703,0
0.3351259,-0.07985818,0
6.3068023,5.2218733,0
3.469616,14.343881,0
-3.454087,11.160993,0
2.7749166,10.234826,0
17.497509,9.560246,0
9.356289,3.0159593,0
8.1707,4.974441,0
5.5595865,13.545119,0
15.552939,1.3499812,4
-10.75001,-5.2906446,3
6.3939414,3.2339423,0
9.732826,5.348313,0
4.463346,-13.320552,4
-4.7864923,-5.995126,0
5.5114026,13.476919,0
-9.129477,7.9373407,4
4.000698,-3.920664,4
8.782322,2.186368,0
17.959318,9.74264,0
9.000614,3.400044,0
-6.552115,6.2678914,4
0.44610634,-1.1066896,0
5.3438396,13.797394,0
5.6008625,13.581243,0
6.1843867,5.392771,0
11.689422,10.228333,0
8.817257,9.0933075,0
-3.678748,11.317785,0
2.3403761,-6.300742,0
19.587574,3.747521,0
4.481709,15.317269,0
-4.7038875,-5.7761307,0
10.83791,3.585352,0
9.194043,13.130344,4
11.451858,3.3378108,5
2.6165104,10.154001,0
6.862386,6.14983,0
3.039049,-6.359717,0
2.0525112,9.0303755,0
19.660023,3.334761,0
10.802658,5.7963495,0
-5.5355754,-6.2339654,0
10.435311,15.791361,0
-1.7729979,18.13274,2
1.0386384,0.8008095,0
12.609716,4.9312057,0
-9.122744,7.92623,4
5.918478,5.1034293,0
-1.380275,14.543752,0
13.265147,14.407682,0
10.3951,3.5749698,0
15.921495,0.7476326,0
10.754553,16.60257,0
0.91787535,0.053425636,0
-8.0750065,-2.6277173,0
1.8155167,8.983316,0
6.848816,6.1607747,0
8.873884,5.565443,0
-1.3768132,14.539207,0
16.13222,-0.5111585,0
6.0397234,14.430754,0
20.148077,2.352441,0
6.1806893,-1.9637533,0
-6.519056,0.07722573,2
3.0646331,-7.4078646,0
6.521563,-5.672084,0
14.0931015,-0.93620294,0
6.849936,6.1514244,0
3.938721,16.616997,0
-8.339791,-2.2953374,0
3.4476268,14.374815,0
9.361121,5.6644278,0
-3.6629324,-4.260503,0
6.2547755,-6.056626,0
16.849785,-8.551883,0
11.108675,-4.618254,0
4.7550244,-13.19861,4
-6.3170676,-6.071995,0
-0.16365427,9.687546,0
13.58481,-0.34952638,0
9.565006,3.0625954,0
6.361862,3.1701646,0
-1.0680771,-5.083554,0
-1.8490409,-11.614229,0
-2.6868296,12.967144,0
23.29524,0.88374174,0
12.976406,-2.5058386,0
-6.5088506,0.06714147,2
9.988259,3.6956084,0
1.3951378,1.0014685,0
6.400359,6.6493745,0
1.8097118,-1.1061416,0
8.008975,10.236571,4
-6.7236314,0.39072117,2
15.134238,10.272517,2
10.912831,-4.6774955,0
7.1646047,-5.763151,0
4.525225,15.27408,0
1.8843219,-0.976696,0
8.464462,10.462006,2
13.318486,-2.9580534,0
4.8380456,-13.695553,4
9.133199,13.30908,4
20.133541,2.3640072,0
1.3125899,14.155006,4
-13.61332,4.124309,12
3.981201,17.797817,0
9.389758,4.9078536,0
-2.007342,4.550871,0
10.092121,5.714592,0
6.684918,4.5385213,0
5.93666,-2.0171258,0
-12.860205,9.8017025,0
5.4171557,26.66501,10
11.0883,-4.631581,0
-1.3471161,4.3029714,0
1.8796911,-6.3692317,0
-3.360284,2.473415,0
11.228909,-4.377183,0
5.9972634,1.8577139,0
22.79463,0.6051831,0
12.473994,-0.947967,0
6.0367794,3.3736396,0
6.07045,-1.652642,0
14.979017,9.83942,2
15.628975,9.715278,2
6.019553,-2.5468054,0
6.4833093,4.623969,0
-4.868739,-9.624943,0
-6.1925106,15.351187,0
-1.3825309,14.543185,0
-9.209193,-6.3347955,0
6.2094955,8.669856,0
18.164387,4.0426593,0
5.1097274,9.406189,0
5.038671,9.475485,0
-2.7350194,11.09448,0
-10.637468,-4.775305,0
-9.786482,0.96700424,0
23.495895,0.8372455,0
3.256324,-6.611305,0
20.491924,7.0871816,0
13.4387245,-3.0600746,0
1.2622108,8.263679,0
10.598068,-5.187757,2
6.1596785,8.617983,0
4.0167303,17.801033,0
-9.418889,-9.352696,0
-9.418935,-9.352789,0
15.815429,12.7997055,7
1.0311975,0.5381511,0
14.295863,7.7017813,0
-5.5809855,3.197371,0
7.6045666,-10.158241,10
-7.6598077,10.817332,11
3.5169728,14.409993,0
5.627526,6.0834007,0
22.20541,7.6396046,0
-1.649205,-13.8057165,0
9.587251,4.0060415,0
5.047818,14.230784,0
23.267988,0.88500595,0
-0.9210104,3.72675,10
5.783746,-2.5419884,0
-0.33743855,5.8346844,0
9.988778,16.218538,0
-0.15926345,5.631454,0
-6.8329206,13.18192,0
8.924587,5.3151665,0
6.6296353,1.9232241,0
8.194687,4.571657,0
19.124985,-4.972825,0
2.393608,19.7906,0
4.947912,15.1725645,0
17.957668,9.730928,0
9.036155,3.7517192,0
13.959155,8.297816,0
6.0876365,13.304848,0
1.9018749,-0.9800853,0
-3.9467518,-2.4798586,0
4.44596,-13.69024,4
7.3165636,-2.3573847,0
11.928981,-13.83791,0
1.5490856,23.064732,2
14.298366,-5.631797,0
3.8858001,17.721535,0
-2.279356,10.912617,0
10.320703,2.0283198,0
4.4789104,15.311361,0
3.2236304,-6.578216,0
1.8244337,14.287762,4
-2.5129735,9.858482,0
17.710712,9.433062,0
5.4769053,5.0642934,4
-3.411012,2.5527403,0
4.029483,5.231582,0
10.723603,16.880558,0
2.717952,-6.2346992,0
-2.563112,-10.12533,0
-1.2331737,-8.696251,0
1.3827554,0.8354681,0
-4.8475394,-9.657713,0
-4.8457327,-9.635356,0
-2.4641628,9.773319,0
6.2813854,14.033285,0
-5.901246,3.7978525,0
-4.8355517,-9.595294,0
12.500058,-1.0508991,0
5.475232,26.724274,10
10.000078,3.7135527,0
10.222418,-5.9989815,2
8.747076,3.4835875,0
0.4132313,-1.605482,0
-3.8522491,-4.548869,0
10.71535,3.5723271,0
6.217636,8.678408,0
14.166002,16.66763,4
2.3817418,19.777983,0
17.471361,15.216643,0
17.82855,9.815954,0
-4.921007,-6.101965,0
-13.469768,4.267388,0
8.845036,4.927965,0
10.180477,-6.0503464,2
5.202302,14.621484,0
-3.3585308,2.470108,0
14.109729,-0.9360021,0
3.1023297,-7.417253,0
17.846817,9.8480015,0
9.756772,4.974045,0
7.022237,-5.675683,0
11.203845,19.983162,0
5.5873685,4.053229,0
-6.5291696,8.40945,0
5.7779393,4.6734304,0
-5.4857225,-10.536904,0
4.8678,14.937199,0
0.592358,-0.78919184,0
10.279888,16.11226,0
-10.763295,-5.2725573,3
8.609697,3.6158354,0
4.1771502,3.6101694,0
4.118354,3.6065292,0
4.0139093,5.2511764,0
8.86417,4.929023,0
11.444463,-4.0050197,0
15.815869,12.79988,7
6.1838746,-2.4760833,0
20.559175,10.422731,0
-3.8983803,-2.6747534,0
20.39704,7.1644835,2
5.388734,14.7881775,0
13.748315,-4.6041594,10
1.5982727,-6.098226,0
1.6092554,-6.0970254,0
5.687942,13.864986,0
6.836962,-2.770035,0
9.877853,9.439219,0
14.103419,16.605719,4
5.9817204,1.8369766,0
-4.109894,-5.09263,0
6.5438557,17.073013,0
5.8167377,13.282952,0
1.5395769,23.078344,2
-1.7668915,18.143003,2
2.2744353,9.91497,0
4.0619845,17.828722,0
19.982697,7.458192,2
1.0406895,0.8030622,0
20.558928,10.422619,0
7.154737,-2.5819395,0
-5.5326037,3.102238,0
-10.748425,-5.186975,0
-2.5105624,9.787978,0
6.9510045,4.7443323,0
9.049677,5.4138184,0
8.841182,5.4933496,0
-3.6330914,17.216524,2
11.870404,-13.888708,0
5.124111,14.329485,0
8.299698,-13.759723,10
-8.29226,-2.7483585,0
7.1359644,-1.6910403,0
8.014633,10.239432,4
7.0372663,-5.67749,0
-2.06425,-0.37476227,0
5.556961,4.041635,0
-1.6906902,18.14108,2
16.07628,-1.6166016,6
15.640063,9.705406,2
8.881432,4.874463,0
9.788656,8.992121,0
-3.0821273,13.055462,0
1.0977811,-1.2604612,0
-2.5241866,9.704028,0
8.834024,5.5134916,0
1.6177752,-6.726994,0
2.0403812,8.715107,0
-6.590372,6.305926,4
7.033336,-5.6512294,0
6.336221,3.2445998,0
4.062428,-3.9757233,0
-0.869233,10.111584,0
6.5529613,4.492139,0
6.649282,4.549905,0
8.903043,2.319312,3
1.4436605,0.90732616,0
6.4761267,6.7305064,0
1.0908003,0.84635276,0
8.715688,3.483677,0
10.926644,6.081819,0
17.868162,9.44578,0
8.395533,-13.861749,10
12.016418,-7.849781,0
4.30337,3.6646636,0
